batchsize,matsize,channels_in,poolsize,strides,padding,elements_matrix,hashkey
1,302,21,6,1,1,91204,"[1,302,21,6,1,1,91204]"
60,294,10,6,1,1,86436,"[60,294,10,6,1,1,86436]"
57,235,13,7,2,1,55225,"[57,235,13,7,2,1,55225]"
30,421,6,6,4,0,177241,"[30,421,6,6,4,0,177241]"
13,196,11,1,1,1,38416,"[13,196,11,1,1,1,38416]"
27,419,16,5,3,0,175561,"[27,419,16,5,3,0,175561]"
50,474,10,1,3,0,224676,"[50,474,10,1,3,0,224676]"
54,362,24,1,2,1,131044,"[54,362,24,1,2,1,131044]"
13,472,6,4,4,0,222784,"[13,472,6,4,4,0,222784]"
11,245,27,6,1,0,60025,"[11,245,27,6,1,0,60025]"
13,214,27,4,3,1,45796,"[13,214,27,4,3,1,45796]"
17,253,21,5,1,1,64009,"[17,253,21,5,1,1,64009]"
11,382,16,5,4,0,145924,"[11,382,16,5,4,0,145924]"
36,147,39,2,1,0,21609,"[36,147,39,2,1,0,21609]"
7,220,39,4,1,0,48400,"[7,220,39,4,1,0,48400]"
30,57,116,2,4,0,3249,"[30,57,116,2,4,0,3249]"
5,334,25,2,3,1,111556,"[5,334,25,2,3,1,111556]"
49,268,27,7,1,0,71824,"[49,268,27,7,1,0,71824]"
9,14,163,5,3,0,196,"[9,14,163,5,3,0,196]"
37,220,4,5,3,0,48400,"[37,220,4,5,3,0,48400]"
51,13,766,7,3,0,169,"[51,13,766,7,3,0,169]"
60,398,11,6,4,0,158404,"[60,398,11,6,4,0,158404]"
12,44,160,2,2,0,1936,"[12,44,160,2,2,0,1936]"
16,100,97,7,2,1,10000,"[16,100,97,7,2,1,10000]"
24,437,16,1,1,0,190969,"[24,437,16,1,1,0,190969]"
21,323,9,7,3,1,104329,"[21,323,9,7,3,1,104329]"
57,326,19,6,4,1,106276,"[57,326,19,6,4,1,106276]"
33,167,33,1,3,0,27889,"[33,167,33,1,3,0,27889]"
44,472,6,2,4,0,222784,"[44,472,6,2,4,0,222784]"
44,256,1,6,1,1,65536,"[44,256,1,6,1,1,65536]"
36,59,147,2,1,1,3481,"[36,59,147,2,1,1,3481]"
20,110,40,7,4,0,12100,"[20,110,40,7,4,0,12100]"
57,382,16,4,1,0,145924,"[57,382,16,4,1,0,145924]"
40,445,19,7,4,0,198025,"[40,445,19,7,4,0,198025]"
42,213,19,3,2,0,45369,"[42,213,19,3,2,0,45369]"
18,13,425,1,4,1,169,"[18,13,425,1,4,1,169]"
33,209,16,5,3,1,43681,"[33,209,16,5,3,1,43681]"
14,250,12,5,1,0,62500,"[14,250,12,5,1,0,62500]"
50,327,26,3,4,1,106929,"[50,327,26,3,4,1,106929]"
42,311,18,7,2,0,96721,"[42,311,18,7,2,0,96721]"
27,231,37,1,4,1,53361,"[27,231,37,1,4,1,53361]"
50,87,89,5,3,0,7569,"[50,87,89,5,3,0,7569]"
19,428,11,6,1,1,183184,"[19,428,11,6,1,1,183184]"
51,458,16,7,2,1,209764,"[51,458,16,7,2,1,209764]"
63,33,195,1,2,1,1089,"[63,33,195,1,2,1,1089]"
51,165,48,5,3,1,27225,"[51,165,48,5,3,1,27225]"
25,494,6,4,3,1,244036,"[25,494,6,4,3,1,244036]"
46,157,58,7,1,1,24649,"[46,157,58,7,1,1,24649]"
41,208,1,7,3,1,43264,"[41,208,1,7,3,1,43264]"
44,397,12,6,2,1,157609,"[44,397,12,6,2,1,157609]"
45,150,15,1,2,0,22500,"[45,150,15,1,2,0,22500]"
13,316,24,3,1,1,99856,"[13,316,24,3,1,1,99856]"
2,145,31,7,4,1,21025,"[2,145,31,7,4,1,21025]"
3,206,38,6,3,0,42436,"[3,206,38,6,3,0,42436]"
6,235,15,3,1,1,55225,"[6,235,15,3,1,1,55225]"
60,25,318,6,3,1,625,"[60,25,318,6,3,1,625]"
51,468,8,5,2,1,219024,"[51,468,8,5,2,1,219024]"
1,55,177,3,4,0,3025,"[1,55,177,3,4,0,3025]"
39,13,502,2,2,0,169,"[39,13,502,2,2,0,169]"
63,398,18,5,1,0,158404,"[63,398,18,5,1,0,158404]"
29,331,17,2,2,1,109561,"[29,331,17,2,2,1,109561]"
61,318,12,4,3,0,101124,"[61,318,12,4,3,0,101124]"
6,423,22,6,1,0,178929,"[6,423,22,6,1,0,178929]"
47,465,18,4,2,0,216225,"[47,465,18,4,2,0,216225]"
28,396,6,7,1,1,156816,"[28,396,6,7,1,1,156816]"
62,274,24,7,3,0,75076,"[62,274,24,7,3,0,75076]"
20,41,52,5,3,1,1681,"[20,41,52,5,3,1,1681]"
32,117,13,4,4,0,13689,"[32,117,13,4,4,0,13689]"
13,80,117,6,1,0,6400,"[13,80,117,6,1,0,6400]"
26,273,12,1,4,0,74529,"[26,273,12,1,4,0,74529]"
23,217,18,4,4,0,47089,"[23,217,18,4,4,0,47089]"
20,323,11,7,4,0,104329,"[20,323,11,7,4,0,104329]"
48,266,36,4,3,0,70756,"[48,266,36,4,3,0,70756]"
17,216,17,6,1,0,46656,"[17,216,17,6,1,0,46656]"
5,452,12,2,1,1,204304,"[5,452,12,2,1,1,204304]"
22,36,70,6,2,1,1296,"[22,36,70,6,2,1,1296]"
23,112,85,2,1,1,12544,"[23,112,85,2,1,1,12544]"
41,5,1318,4,2,0,25,"[41,5,1318,4,2,0,25]"
49,352,3,3,3,1,123904,"[49,352,3,3,3,1,123904]"
22,30,192,1,3,1,900,"[22,30,192,1,3,1,900]"
62,69,60,5,1,0,4761,"[62,69,60,5,1,0,4761]"
18,357,12,7,4,1,127449,"[18,357,12,7,4,1,127449]"
3,311,8,3,1,1,96721,"[3,311,8,3,1,1,96721]"
21,305,20,4,4,1,93025,"[21,305,20,4,4,1,93025]"
54,119,29,3,1,1,14161,"[54,119,29,3,1,1,14161]"
17,236,38,5,3,0,55696,"[17,236,38,5,3,0,55696]"
10,315,5,6,2,1,99225,"[10,315,5,6,2,1,99225]"
50,466,15,4,2,1,217156,"[50,466,15,4,2,1,217156]"
5,79,124,6,2,1,6241,"[5,79,124,6,2,1,6241]"
50,114,45,2,4,1,12996,"[50,114,45,2,4,1,12996]"
14,49,102,6,3,1,2401,"[14,49,102,6,3,1,2401]"
36,305,24,6,1,1,93025,"[36,305,24,6,1,1,93025]"
41,121,10,5,3,1,14641,"[41,121,10,5,3,1,14641]"
35,344,21,6,4,0,118336,"[35,344,21,6,4,0,118336]"
18,321,17,6,2,0,103041,"[18,321,17,6,2,0,103041]"
61,508,2,4,1,1,258064,"[61,508,2,4,1,1,258064]"
9,482,3,2,3,1,232324,"[9,482,3,2,3,1,232324]"
57,238,3,1,4,0,56644,"[57,238,3,1,4,0,56644]"
53,239,6,5,4,0,57121,"[53,239,6,5,4,0,57121]"
10,368,1,4,3,1,135424,"[10,368,1,4,3,1,135424]"
1,399,11,2,3,1,159201,"[1,399,11,2,3,1,159201]"
41,343,10,6,3,1,117649,"[41,343,10,6,3,1,117649]"
15,8,753,3,2,1,64,"[15,8,753,3,2,1,64]"
12,185,7,7,2,1,34225,"[12,185,7,7,2,1,34225]"
57,440,1,4,4,1,193600,"[57,440,1,4,4,1,193600]"
47,18,500,3,4,0,324,"[47,18,500,3,4,0,324]"
57,2,4194,2,3,0,4,"[57,2,4194,2,3,0,4]"
5,232,10,4,3,0,53824,"[5,232,10,4,3,0,53824]"
27,276,1,3,3,1,76176,"[27,276,1,3,3,1,76176]"
34,105,22,3,4,1,11025,"[34,105,22,3,4,1,11025]"
23,250,31,5,3,1,62500,"[23,250,31,5,3,1,62500]"
36,270,14,7,1,1,72900,"[36,270,14,7,1,1,72900]"
15,372,1,7,2,1,138384,"[15,372,1,7,2,1,138384]"
9,331,17,6,4,0,109561,"[9,331,17,6,4,0,109561]"
34,360,13,6,1,0,129600,"[34,360,13,6,1,0,129600]"
45,415,7,6,3,1,172225,"[45,415,7,6,3,1,172225]"
29,3,1758,3,3,1,9,"[29,3,1758,3,3,1,9]"
48,112,31,1,2,0,12544,"[48,112,31,1,2,0,12544]"
21,380,23,7,1,0,144400,"[21,380,23,7,1,0,144400]"
35,357,17,2,3,1,127449,"[35,357,17,2,3,1,127449]"
11,410,7,6,4,0,168100,"[11,410,7,6,4,0,168100]"
17,477,15,1,2,0,227529,"[17,477,15,1,2,0,227529]"
25,302,27,3,2,1,91204,"[25,302,27,3,2,1,91204]"
52,180,36,7,4,1,32400,"[52,180,36,7,4,1,32400]"
39,356,6,2,3,1,126736,"[39,356,6,2,3,1,126736]"
48,384,3,7,2,0,147456,"[48,384,3,7,2,0,147456]"
55,335,2,1,4,0,112225,"[55,335,2,1,4,0,112225]"
15,231,28,1,2,0,53361,"[15,231,28,1,2,0,53361]"
10,339,3,7,4,1,114921,"[10,339,3,7,4,1,114921]"
43,216,13,7,4,1,46656,"[43,216,13,7,4,1,46656]"
16,91,21,6,3,1,8281,"[16,91,21,6,3,1,8281]"
35,37,139,1,4,1,1369,"[35,37,139,1,4,1,1369]"
2,121,60,2,2,1,14641,"[2,121,60,2,2,1,14641]"
23,233,8,2,4,0,54289,"[23,233,8,2,4,0,54289]"
42,97,62,3,3,0,9409,"[42,97,62,3,3,0,9409]"
62,248,26,3,4,0,61504,"[62,248,26,3,4,0,61504]"
57,220,1,3,1,0,48400,"[57,220,1,3,1,0,48400]"
9,489,11,1,1,1,239121,"[9,489,11,1,1,1,239121]"
63,110,44,5,1,1,12100,"[63,110,44,5,1,1,12100]"
20,467,3,2,4,1,218089,"[20,467,3,2,4,1,218089]"
7,265,17,1,1,1,70225,"[7,265,17,1,1,1,70225]"
29,6,1225,6,4,1,36,"[29,6,1225,6,4,1,36]"
16,503,16,7,3,1,253009,"[16,503,16,7,3,1,253009]"
31,286,28,5,2,1,81796,"[31,286,28,5,2,1,81796]"
28,485,3,2,2,0,235225,"[28,485,3,2,2,0,235225]"
34,116,6,6,4,0,13456,"[34,116,6,6,4,0,13456]"
42,60,54,7,3,1,3600,"[42,60,54,7,3,1,3600]"
19,415,4,2,2,1,172225,"[19,415,4,2,2,1,172225]"
55,155,8,2,1,1,24025,"[55,155,8,2,1,1,24025]"
25,291,28,1,4,1,84681,"[25,291,28,1,4,1,84681]"
39,400,6,4,3,0,160000,"[39,400,6,4,3,0,160000]"
3,501,3,7,3,1,251001,"[3,501,3,7,3,1,251001]"
38,224,12,5,1,0,50176,"[38,224,12,5,1,0,50176]"
20,452,16,5,1,1,204304,"[20,452,16,5,1,1,204304]"
17,350,7,6,3,0,122500,"[17,350,7,6,3,0,122500]"
47,207,29,1,3,1,42849,"[47,207,29,1,3,1,42849]"
41,355,18,1,3,0,126025,"[41,355,18,1,3,0,126025]"
56,260,28,7,1,1,67600,"[56,260,28,7,1,1,67600]"
3,366,24,2,1,1,133956,"[3,366,24,2,1,1,133956]"
14,324,23,6,2,1,104976,"[14,324,23,6,2,1,104976]"
28,250,19,7,2,0,62500,"[28,250,19,7,2,0,62500]"
47,431,1,4,2,0,185761,"[47,431,1,4,2,0,185761]"
28,487,19,2,1,1,237169,"[28,487,19,2,1,1,237169]"
37,397,9,1,2,1,157609,"[37,397,9,1,2,1,157609]"
55,26,303,4,3,1,676,"[55,26,303,4,3,1,676]"
53,475,4,5,4,0,225625,"[53,475,4,5,4,0,225625]"
8,19,511,3,4,0,361,"[8,19,511,3,4,0,361]"
12,460,1,5,1,1,211600,"[12,460,1,5,1,1,211600]"
30,509,8,5,4,0,259081,"[30,509,8,5,4,0,259081]"
4,300,28,5,2,0,90000,"[4,300,28,5,2,0,90000]"
40,462,3,1,2,1,213444,"[40,462,3,1,2,1,213444]"
50,485,14,3,1,0,235225,"[50,485,14,3,1,0,235225]"
28,142,54,6,3,0,20164,"[28,142,54,6,3,0,20164]"
35,157,60,1,1,0,24649,"[35,157,60,1,1,0,24649]"
63,52,94,5,3,0,2704,"[63,52,94,5,3,0,2704]"
17,325,15,6,2,0,105625,"[17,325,15,6,2,0,105625]"
45,56,97,4,1,0,3136,"[45,56,97,4,1,0,3136]"
24,124,27,7,4,0,15376,"[24,124,27,7,4,0,15376]"
15,371,18,7,2,0,137641,"[15,371,18,7,2,0,137641]"
1,199,25,3,4,0,39601,"[1,199,25,3,4,0,39601]"
47,474,14,3,4,1,224676,"[47,474,14,3,4,1,224676]"
51,352,7,4,1,1,123904,"[51,352,7,4,1,1,123904]"
8,286,18,4,4,1,81796,"[8,286,18,4,4,1,81796]"
34,186,17,2,3,0,34596,"[34,186,17,2,3,0,34596]"
39,91,36,7,3,0,8281,"[39,91,36,7,3,0,8281]"
54,126,7,5,3,0,15876,"[54,126,7,5,3,0,15876]"
11,193,9,2,3,0,37249,"[11,193,9,2,3,0,37249]"
53,16,116,3,4,0,256,"[53,16,116,3,4,0,256]"
11,494,15,4,1,0,244036,"[11,494,15,4,1,0,244036]"
23,132,33,7,4,1,17424,"[23,132,33,7,4,1,17424]"
61,196,11,3,4,1,38416,"[61,196,11,3,4,1,38416]"
7,201,27,4,2,1,40401,"[7,201,27,4,2,1,40401]"
12,232,24,2,2,1,53824,"[12,232,24,2,2,1,53824]"
43,26,306,6,1,0,676,"[43,26,306,6,1,0,676]"
6,422,9,3,1,1,178084,"[6,422,9,3,1,1,178084]"
40,462,9,4,2,0,213444,"[40,462,9,4,2,0,213444]"
41,178,39,6,1,0,31684,"[41,178,39,6,1,0,31684]"
15,277,14,7,4,0,76729,"[15,277,14,7,4,0,76729]"
52,57,100,6,4,0,3249,"[52,57,100,6,4,0,3249]"
17,201,19,7,2,0,40401,"[17,201,19,7,2,0,40401]"
7,455,9,2,1,1,207025,"[7,455,9,2,1,1,207025]"
32,355,17,6,2,0,126025,"[32,355,17,6,2,0,126025]"
56,264,16,3,2,1,69696,"[56,264,16,3,2,1,69696]"
35,56,138,7,3,1,3136,"[35,56,138,7,3,1,3136]"
38,64,42,3,4,1,4096,"[38,64,42,3,4,1,4096]"
11,249,10,4,2,0,62001,"[11,249,10,4,2,0,62001]"
50,273,19,5,4,0,74529,"[50,273,19,5,4,0,74529]"
11,83,76,1,1,0,6889,"[11,83,76,1,1,0,6889]"
61,461,2,1,1,0,212521,"[61,461,2,1,1,0,212521]"
58,444,16,5,1,0,197136,"[58,444,16,5,1,0,197136]"
23,416,12,4,2,0,173056,"[23,416,12,4,2,0,173056]"
31,100,34,6,2,0,10000,"[31,100,34,6,2,0,10000]"
4,387,4,3,4,0,149769,"[4,387,4,3,4,0,149769]"
51,297,24,7,3,1,88209,"[51,297,24,7,3,1,88209]"
49,342,26,6,3,1,116964,"[49,342,26,6,3,1,116964]"
24,414,5,7,2,0,171396,"[24,414,5,7,2,0,171396]"
16,229,20,4,4,1,52441,"[16,229,20,4,4,1,52441]"
55,511,11,3,1,0,261121,"[55,511,11,3,1,0,261121]"
38,322,2,5,2,1,103684,"[38,322,2,5,2,1,103684]"
22,200,9,3,1,1,40000,"[22,200,9,3,1,1,40000]"
4,179,41,7,1,0,32041,"[4,179,41,7,1,0,32041]"
52,5,140,3,2,0,25,"[52,5,140,3,2,0,25]"
34,291,15,5,3,1,84681,"[34,291,15,5,3,1,84681]"
8,20,80,2,2,1,400,"[8,20,80,2,2,1,400]"
5,481,16,1,4,0,231361,"[5,481,16,1,4,0,231361]"
34,489,18,1,1,1,239121,"[34,489,18,1,1,1,239121]"
8,8,757,3,3,0,64,"[8,8,757,3,3,0,64]"
34,75,92,6,3,1,5625,"[34,75,92,6,3,1,5625]"
60,263,37,2,4,1,69169,"[60,263,37,2,4,1,69169]"
34,352,14,2,1,0,123904,"[34,352,14,2,1,0,123904]"
9,328,29,2,4,0,107584,"[9,328,29,2,4,0,107584]"
8,249,2,2,2,1,62001,"[8,249,2,2,2,1,62001]"
32,505,10,1,4,1,255025,"[32,505,10,1,4,1,255025]"
44,124,8,1,1,0,15376,"[44,124,8,1,1,0,15376]"
58,422,22,4,3,1,178084,"[58,422,22,4,3,1,178084]"
25,58,24,4,3,0,3364,"[25,58,24,4,3,0,3364]"
36,220,11,2,2,1,48400,"[36,220,11,2,2,1,48400]"
60,64,135,4,4,0,4096,"[60,64,135,4,4,0,4096]"
57,203,36,7,4,1,41209,"[57,203,36,7,4,1,41209]"
8,401,12,7,3,0,160801,"[8,401,12,7,3,0,160801]"
50,299,3,5,3,0,89401,"[50,299,3,5,3,0,89401]"
55,199,40,3,1,0,39601,"[55,199,40,3,1,0,39601]"
18,491,17,3,2,0,241081,"[18,491,17,3,2,0,241081]"
2,85,113,7,2,0,7225,"[2,85,113,7,2,0,7225]"
7,145,33,4,3,1,21025,"[7,145,33,4,3,1,21025]"
9,286,4,1,4,1,81796,"[9,286,4,1,4,1,81796]"
51,100,15,2,2,0,10000,"[51,100,15,2,2,0,10000]"
63,268,17,2,1,0,71824,"[63,268,17,2,1,0,71824]"
34,510,12,4,4,0,260100,"[34,510,12,4,4,0,260100]"
49,421,20,6,2,0,177241,"[49,421,20,6,2,0,177241]"
44,228,16,4,3,1,51984,"[44,228,16,4,3,1,51984]"
36,493,10,1,3,1,243049,"[36,493,10,1,3,1,243049]"
9,453,6,2,3,0,205209,"[9,453,6,2,3,0,205209]"
6,127,70,2,2,1,16129,"[6,127,70,2,2,1,16129]"
27,134,8,2,1,1,17956,"[27,134,8,2,1,1,17956]"
23,251,12,4,1,1,63001,"[23,251,12,4,1,1,63001]"
60,105,84,7,2,1,11025,"[60,105,84,7,2,1,11025]"
21,218,14,5,3,0,47524,"[21,218,14,5,3,0,47524]"
17,464,3,4,3,0,215296,"[17,464,3,4,3,0,215296]"
55,501,2,5,2,0,251001,"[55,501,2,5,2,0,251001]"
12,281,2,4,4,0,78961,"[12,281,2,4,4,0,78961]"
63,292,12,4,1,1,85264,"[63,292,12,4,1,1,85264]"
4,118,55,7,4,1,13924,"[4,118,55,7,4,1,13924]"
18,174,16,2,1,1,30276,"[18,174,16,2,1,1,30276]"
18,498,5,1,1,0,248004,"[18,498,5,1,1,0,248004]"
21,368,17,5,2,0,135424,"[21,368,17,5,2,0,135424]"
22,5,1844,3,3,1,25,"[22,5,1844,3,3,1,25]"
54,128,43,6,3,1,16384,"[54,128,43,6,3,1,16384]"
1,448,9,2,3,1,200704,"[1,448,9,2,3,1,200704]"
3,439,6,4,3,1,192721,"[3,439,6,4,3,1,192721]"
60,232,5,7,4,0,53824,"[60,232,5,7,4,0,53824]"
41,220,15,1,1,0,48400,"[41,220,15,1,1,0,48400]"
39,46,86,2,2,0,2116,"[39,46,86,2,2,0,2116]"
58,475,2,1,4,1,225625,"[58,475,2,1,4,1,225625]"
33,60,127,5,2,1,3600,"[33,60,127,5,2,1,3600]"
42,74,72,7,4,1,5476,"[42,74,72,7,4,1,5476]"
57,35,137,6,3,0,1225,"[57,35,137,6,3,0,1225]"
10,246,24,4,4,1,60516,"[10,246,24,4,4,1,60516]"
61,315,27,7,3,0,99225,"[61,315,27,7,3,0,99225]"
37,76,77,7,2,1,5776,"[37,76,77,7,2,1,5776]"
35,177,37,5,2,0,31329,"[35,177,37,5,2,0,31329]"
46,511,17,7,3,1,261121,"[46,511,17,7,3,1,261121]"
37,351,15,2,2,0,123201,"[37,351,15,2,2,0,123201]"
43,374,10,5,1,1,139876,"[43,374,10,5,1,1,139876]"
63,431,11,1,2,1,185761,"[63,431,11,1,2,1,185761]"
32,437,3,2,2,0,190969,"[32,437,3,2,2,0,190969]"
9,282,9,3,2,1,79524,"[9,282,9,3,2,1,79524]"
34,146,36,5,3,0,21316,"[34,146,36,5,3,0,21316]"
57,464,11,7,4,0,215296,"[57,464,11,7,4,0,215296]"
18,351,6,4,3,0,123201,"[18,351,6,4,3,0,123201]"
63,64,105,1,1,0,4096,"[63,64,105,1,1,0,4096]"
20,420,1,4,3,1,176400,"[20,420,1,4,3,1,176400]"
28,250,19,5,3,0,62500,"[28,250,19,5,3,0,62500]"
63,238,38,4,3,0,56644,"[63,238,38,4,3,0,56644]"
26,281,33,6,2,0,78961,"[26,281,33,6,2,0,78961]"
29,356,9,5,4,0,126736,"[29,356,9,5,4,0,126736]"
25,496,3,7,1,1,246016,"[25,496,3,7,1,1,246016]"
30,97,23,3,1,0,9409,"[30,97,23,3,1,0,9409]"
26,42,221,1,3,0,1764,"[26,42,221,1,3,0,1764]"
26,54,30,1,1,0,2916,"[26,54,30,1,1,0,2916]"
8,108,68,3,4,0,11664,"[8,108,68,3,4,0,11664]"
43,267,29,3,4,0,71289,"[43,267,29,3,4,0,71289]"
60,7,414,7,4,0,49,"[60,7,414,7,4,0,49]"
48,479,5,1,2,1,229441,"[48,479,5,1,2,1,229441]"
30,44,161,3,4,0,1936,"[30,44,161,3,4,0,1936]"
31,446,9,1,4,0,198916,"[31,446,9,1,4,0,198916]"
46,356,13,5,1,0,126736,"[46,356,13,5,1,0,126736]"
58,45,142,5,1,0,2025,"[58,45,142,5,1,0,2025]"
10,510,5,1,3,1,260100,"[10,510,5,1,3,1,260100]"
40,74,100,1,4,1,5476,"[40,74,100,1,4,1,5476]"
2,153,29,3,1,0,23409,"[2,153,29,3,1,0,23409]"
42,476,5,4,2,1,226576,"[42,476,5,4,2,1,226576]"
29,223,23,3,2,1,49729,"[29,223,23,3,2,1,49729]"
40,416,12,4,3,1,173056,"[40,416,12,4,3,1,173056]"
16,50,153,2,3,1,2500,"[16,50,153,2,3,1,2500]"
24,212,18,5,2,1,44944,"[24,212,18,5,2,1,44944]"
5,108,79,6,4,1,11664,"[5,108,79,6,4,1,11664]"
19,508,17,2,2,0,258064,"[19,508,17,2,2,0,258064]"
2,443,2,1,4,0,196249,"[2,443,2,1,4,0,196249]"
17,210,4,1,4,1,44100,"[17,210,4,1,4,1,44100]"
36,159,35,6,4,1,25281,"[36,159,35,6,4,1,25281]"
48,385,3,6,4,0,148225,"[48,385,3,6,4,0,148225]"
54,374,23,7,1,1,139876,"[54,374,23,7,1,1,139876]"
63,345,19,3,2,0,119025,"[63,345,19,3,2,0,119025]"
16,4,978,2,3,1,16,"[16,4,978,2,3,1,16]"
19,281,30,6,1,0,78961,"[19,281,30,6,1,0,78961]"
38,16,577,5,3,1,256,"[38,16,577,5,3,1,256]"
55,242,11,1,4,1,58564,"[55,242,11,1,4,1,58564]"
22,309,14,7,1,0,95481,"[22,309,14,7,1,0,95481]"
3,161,22,6,4,0,25921,"[3,161,22,6,4,0,25921]"
37,129,31,6,2,0,16641,"[37,129,31,6,2,0,16641]"
64,310,13,1,2,1,96100,"[64,310,13,1,2,1,96100]"
5,73,90,2,1,1,5329,"[5,73,90,2,1,1,5329]"
39,312,13,1,2,0,97344,"[39,312,13,1,2,0,97344]"
45,189,30,4,2,1,35721,"[45,189,30,4,2,1,35721]"
55,460,7,4,4,1,211600,"[55,460,7,4,4,1,211600]"
19,189,7,6,2,0,35721,"[19,189,7,6,2,0,35721]"
34,82,56,7,4,1,6724,"[34,82,56,7,4,1,6724]"
7,113,77,7,1,1,12769,"[7,113,77,7,1,1,12769]"
9,79,16,4,2,1,6241,"[9,79,16,4,2,1,6241]"
20,419,1,5,2,0,175561,"[20,419,1,5,2,0,175561]"
36,186,20,7,4,0,34596,"[36,186,20,7,4,0,34596]"
36,225,17,3,4,1,50625,"[36,225,17,3,4,1,50625]"
22,229,20,4,4,1,52441,"[22,229,20,4,4,1,52441]"
12,29,316,3,1,1,841,"[12,29,316,3,1,1,841]"
8,470,20,2,1,0,220900,"[8,470,20,2,1,0,220900]"
17,86,12,4,2,1,7396,"[17,86,12,4,2,1,7396]"
8,459,4,1,1,0,210681,"[8,459,4,1,1,0,210681]"
42,473,3,4,2,1,223729,"[42,473,3,4,2,1,223729]"
23,124,28,5,1,0,15376,"[23,124,28,5,1,0,15376]"
48,241,29,5,3,0,58081,"[48,241,29,5,3,0,58081]"
23,52,102,4,1,1,2704,"[23,52,102,4,1,1,2704]"
3,371,11,3,3,1,137641,"[3,371,11,3,3,1,137641]"
3,383,5,2,1,0,146689,"[3,383,5,2,1,0,146689]"
6,5,1786,4,1,0,25,"[6,5,1786,4,1,0,25]"
14,98,93,7,3,1,9604,"[14,98,93,7,3,1,9604]"
8,167,34,7,4,1,27889,"[8,167,34,7,4,1,27889]"
57,17,42,6,1,1,289,"[57,17,42,6,1,1,289]"
19,464,17,5,2,0,215296,"[19,464,17,5,2,0,215296]"
10,103,81,2,4,1,10609,"[10,103,81,2,4,1,10609]"
37,404,7,3,1,0,163216,"[37,404,7,3,1,0,163216]"
23,119,26,7,2,0,14161,"[23,119,26,7,2,0,14161]"
43,470,10,4,1,0,220900,"[43,470,10,4,1,0,220900]"
52,6,1134,1,3,0,36,"[52,6,1134,1,3,0,36]"
6,114,68,6,3,1,12996,"[6,114,68,6,3,1,12996]"
39,412,20,1,1,0,169744,"[39,412,20,1,1,0,169744]"
50,232,7,5,3,0,53824,"[50,232,7,5,3,0,53824]"
41,243,6,7,2,1,59049,"[41,243,6,7,2,1,59049]"
25,237,22,6,1,1,56169,"[25,237,22,6,1,1,56169]"
44,80,78,7,1,0,6400,"[44,80,78,7,1,0,6400]"
47,426,12,1,3,0,181476,"[47,426,12,1,3,0,181476]"
31,283,14,3,2,1,80089,"[31,283,14,3,2,1,80089]"
23,439,20,4,4,0,192721,"[23,439,20,4,4,0,192721]"
52,258,28,6,1,0,66564,"[52,258,28,6,1,0,66564]"
23,446,17,4,4,0,198916,"[23,446,17,4,4,0,198916]"
63,300,30,3,4,0,90000,"[63,300,30,3,4,0,90000]"
17,406,10,7,4,0,164836,"[17,406,10,7,4,0,164836]"
47,77,92,1,3,1,5929,"[47,77,92,1,3,1,5929]"
40,114,45,6,2,0,12996,"[40,114,45,6,2,0,12996]"
19,404,14,3,3,1,163216,"[19,404,14,3,3,1,163216]"
42,244,22,7,3,0,59536,"[42,244,22,7,3,0,59536]"
26,458,2,6,1,0,209764,"[26,458,2,6,1,0,209764]"
8,242,23,3,3,1,58564,"[8,242,23,3,3,1,58564]"
36,241,22,5,1,0,58081,"[36,241,22,5,1,0,58081]"
59,151,56,7,3,1,22801,"[59,151,56,7,3,1,22801]"
2,25,59,3,4,1,625,"[2,25,59,3,4,1,625]"
51,153,32,1,2,1,23409,"[51,153,32,1,2,1,23409]"
1,255,2,4,4,0,65025,"[1,255,2,4,4,0,65025]"
10,462,20,5,1,1,213444,"[10,462,20,5,1,1,213444]"
58,115,2,6,4,0,13225,"[58,115,2,6,4,0,13225]"
53,503,13,5,1,0,253009,"[53,503,13,5,1,0,253009]"
36,292,9,7,4,1,85264,"[36,292,9,7,4,1,85264]"
11,485,11,4,1,0,235225,"[11,485,11,4,1,0,235225]"
1,422,16,7,2,1,178084,"[1,422,16,7,2,1,178084]"
39,14,439,7,3,0,196,"[39,14,439,7,3,0,196]"
64,427,13,7,1,0,182329,"[64,427,13,7,1,0,182329]"
25,26,103,5,2,0,676,"[25,26,103,5,2,0,676]"
17,8,114,3,3,0,64,"[17,8,114,3,3,0,64]"
51,125,66,2,1,0,15625,"[51,125,66,2,1,0,15625]"
62,167,17,3,2,1,27889,"[62,167,17,3,2,1,27889]"
25,351,9,5,2,0,123201,"[25,351,9,5,2,0,123201]"
63,436,1,3,1,1,190096,"[63,436,1,3,1,1,190096]"
15,184,2,7,4,0,33856,"[15,184,2,7,4,0,33856]"
9,87,91,7,1,1,7569,"[9,87,91,7,1,1,7569]"
24,112,31,4,2,1,12544,"[24,112,31,4,2,1,12544]"
44,111,34,1,1,1,12321,"[44,111,34,1,1,1,12321]"
14,161,31,6,4,0,25921,"[14,161,31,6,4,0,25921]"
21,111,58,7,3,0,12321,"[21,111,58,7,3,0,12321]"
22,224,12,6,1,0,50176,"[22,224,12,6,1,0,50176]"
5,452,15,1,2,0,204304,"[5,452,15,1,2,0,204304]"
14,355,2,6,3,0,126025,"[14,355,2,6,3,0,126025]"
51,448,5,7,3,0,200704,"[51,448,5,7,3,0,200704]"
