batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,elements_matrix,elements_kernel,hashkey
15,346,2,7,1,4,0,0,0,119716,4,"[15,346,2,7,1,4,0,0,0,119716,4]"
8,315,5,21,25,3,1,1,0,99225,25,"[8,315,5,21,25,3,1,1,0,99225,25]"
34,441,1,5,7,2,0,1,0,194481,1,"[34,441,1,5,7,2,0,1,0,194481,1]"
14,325,6,25,24,1,1,0,1,105625,36,"[14,325,6,25,24,1,1,0,1,105625,36]"
46,77,1,33,110,2,1,0,0,5929,1,"[46,77,1,33,110,2,1,0,0,5929,1]"
51,23,4,194,312,4,0,1,1,529,16,"[51,23,4,194,312,4,0,1,1,529,16]"
12,211,3,39,18,3,0,1,0,44521,9,"[12,211,3,39,18,3,0,1,0,44521,9]"
13,231,2,8,32,3,1,1,1,53361,4,"[13,231,2,8,32,3,1,1,1,53361,4]"
36,50,7,73,192,1,1,0,0,2500,49,"[36,50,7,73,192,1,1,0,0,2500,49]"
53,147,1,18,1,2,0,1,0,21609,1,"[53,147,1,18,1,2,0,1,0,21609,1]"
15,169,7,9,46,2,0,1,1,28561,49,"[15,169,7,9,46,2,0,1,1,28561,49]"
15,51,3,16,47,1,1,0,1,2601,9,"[15,51,3,16,47,1,1,0,1,2601,9]"
52,273,5,9,12,1,1,1,1,74529,25,"[52,273,5,9,12,1,1,1,1,74529,25]"
25,494,7,7,12,1,1,0,1,244036,49,"[25,494,7,7,12,1,1,0,1,244036,49]"
10,50,6,173,189,1,1,1,0,2500,36,"[10,50,6,173,189,1,1,1,0,2500,36]"
22,504,6,16,4,1,1,1,1,254016,36,"[22,504,6,16,4,1,1,1,1,254016,36]"
6,440,3,17,9,4,1,1,0,193600,9,"[6,440,3,17,9,4,1,1,0,193600,9]"
54,426,2,17,11,4,0,0,1,181476,4,"[54,426,2,17,11,4,0,0,1,181476,4]"
21,221,3,44,17,1,0,1,0,48841,9,"[21,221,3,44,17,1,0,1,0,48841,9]"
11,143,2,17,60,3,0,0,1,20449,4,"[11,143,2,17,60,3,0,0,1,20449,4]"
40,397,3,1,2,3,1,0,1,157609,9,"[40,397,3,1,2,3,1,0,1,157609,9]"
61,462,3,11,5,1,1,0,0,213444,9,"[61,462,3,11,5,1,1,0,0,213444,9]"
58,265,5,15,15,1,1,0,0,70225,25,"[58,265,5,15,15,1,1,0,0,70225,25]"
45,176,6,45,7,1,1,0,0,30976,36,"[45,176,6,45,7,1,1,0,0,30976,36]"
20,423,5,1,19,1,1,1,1,178929,25,"[20,423,5,1,19,1,1,1,1,178929,25]"
54,156,3,12,17,4,1,1,1,24336,9,"[54,156,3,12,17,4,1,1,1,24336,9]"
63,423,6,10,3,4,0,0,1,178929,36,"[63,423,6,10,3,4,0,0,1,178929,36]"
21,245,2,39,28,3,1,1,1,60025,4,"[21,245,2,39,28,3,1,1,1,60025,4]"
29,318,4,21,7,3,1,0,0,101124,16,"[29,318,4,21,7,3,1,0,0,101124,16]"
46,84,1,54,92,3,0,1,1,7056,1,"[46,84,1,54,92,3,0,1,1,7056,1]"
8,209,5,28,3,4,0,1,1,43681,25,"[8,209,5,28,3,4,0,1,1,43681,25]"
47,56,5,38,171,1,0,0,0,3136,25,"[47,56,5,38,171,1,0,0,0,3136,25]"
28,468,5,3,7,2,0,0,0,219024,25,"[28,468,5,3,7,2,0,0,0,219024,25]"
1,464,6,1,7,3,1,0,1,215296,36,"[1,464,6,1,7,3,1,0,1,215296,36]"
53,398,6,5,11,3,0,0,0,158404,36,"[53,398,6,5,11,3,0,0,0,158404,36]"
43,437,5,18,11,2,1,0,0,190969,25,"[43,437,5,18,11,2,1,0,0,190969,25]"
29,40,7,203,141,3,1,1,0,1600,49,"[29,40,7,203,141,3,1,1,0,1600,49]"
57,142,6,32,42,1,1,1,1,20164,36,"[57,142,6,32,42,1,1,1,1,20164,36]"
32,292,5,8,16,1,0,0,0,85264,25,"[32,292,5,8,16,1,0,0,0,85264,25]"
62,393,2,11,4,2,0,1,0,154449,4,"[62,393,2,11,4,2,0,1,0,154449,4]"
53,287,6,31,11,2,0,1,1,82369,36,"[53,287,6,31,11,2,0,1,1,82369,36]"
30,492,6,4,10,3,0,0,1,242064,36,"[30,492,6,4,10,3,0,0,1,242064,36]"
20,350,3,7,7,2,0,0,0,122500,9,"[20,350,3,7,7,2,0,0,0,122500,9]"
61,303,3,30,7,3,1,0,1,91809,9,"[61,303,3,30,7,3,1,0,1,91809,9]"
1,281,2,23,24,3,0,1,0,78961,4,"[1,281,2,23,24,3,0,1,0,78961,4]"
45,365,2,9,15,3,1,1,1,133225,4,"[45,365,2,9,15,3,1,1,1,133225,4]"
39,102,3,43,1,4,1,0,0,10404,9,"[39,102,3,43,1,4,1,0,0,10404,9]"
27,345,2,27,23,1,0,0,0,119025,4,"[27,345,2,27,23,1,0,0,0,119025,4]"
53,372,7,25,22,4,0,1,1,138384,49,"[53,372,7,25,22,4,0,1,1,138384,49]"
53,440,6,16,8,4,1,0,1,193600,36,"[53,440,6,16,8,4,1,0,1,193600,36]"
39,377,7,12,14,2,1,0,1,142129,49,"[39,377,7,12,14,2,1,0,1,142129,49]"
53,387,5,23,5,2,1,1,0,149769,25,"[53,387,5,23,5,2,1,1,0,149769,25]"
29,28,7,263,112,1,1,1,1,784,49,"[29,28,7,263,112,1,1,1,1,784,49]"
28,336,3,6,10,1,1,0,1,112896,9,"[28,336,3,6,10,1,1,0,1,112896,9]"
13,419,3,4,11,4,0,1,1,175561,9,"[13,419,3,4,11,4,0,1,1,175561,9]"
40,27,2,4,236,2,0,1,0,729,4,"[40,27,2,4,236,2,0,1,0,729,4]"
63,136,5,6,56,1,0,0,1,18496,25,"[63,136,5,6,56,1,0,0,1,18496,25]"
19,399,4,15,3,1,1,1,0,159201,16,"[19,399,4,15,3,1,1,1,0,159201,16]"
64,483,2,7,16,2,1,0,1,233289,4,"[64,483,2,7,16,2,1,0,1,233289,4]"
7,146,1,37,17,3,0,0,0,21316,1,"[7,146,1,37,17,3,0,0,0,21316,1]"
45,38,7,10,257,4,1,0,0,1444,49,"[45,38,7,10,257,4,1,0,0,1444,49]"
10,244,3,25,22,4,1,0,0,59536,9,"[10,244,3,25,22,4,1,0,0,59536,9]"
50,71,7,25,34,1,0,0,1,5041,49,"[50,71,7,25,34,1,0,0,1,5041,49]"
26,108,4,15,28,2,1,0,0,11664,16,"[26,108,4,15,28,2,1,0,0,11664,16]"
33,359,4,6,9,1,1,1,0,128881,16,"[33,359,4,6,9,1,1,1,0,128881,16]"
36,11,3,226,568,4,1,0,0,121,9,"[36,11,3,226,568,4,1,0,0,121,9]"
61,347,2,9,26,1,1,0,0,120409,4,"[61,347,2,9,26,1,1,0,0,120409,4]"
33,310,1,7,11,3,0,0,0,96100,1,"[33,310,1,7,11,3,0,0,0,96100,1]"
25,240,7,13,38,3,1,0,0,57600,49,"[25,240,7,13,38,3,1,0,0,57600,49]"
30,504,7,17,3,3,1,1,1,254016,49,"[30,504,7,17,3,3,1,1,1,254016,49]"
36,359,6,9,25,3,0,0,1,128881,36,"[36,359,6,9,25,3,0,0,1,128881,36]"
50,366,6,7,11,2,0,0,0,133956,36,"[50,366,6,7,11,2,0,0,0,133956,36]"
16,27,5,143,26,3,0,0,0,729,25,"[16,27,5,143,26,3,0,0,0,729,25]"
2,72,4,133,42,1,0,0,1,5184,16,"[2,72,4,133,42,1,0,0,1,5184,16]"
47,459,3,5,18,4,1,1,1,210681,9,"[47,459,3,5,18,4,1,1,1,210681,9]"
10,97,6,97,89,3,1,1,0,9409,36,"[10,97,6,97,89,3,1,1,0,9409,36]"
21,163,3,15,41,3,0,0,0,26569,9,"[21,163,3,15,41,3,0,0,0,26569,9]"
33,165,3,21,30,2,1,0,0,27225,9,"[33,165,3,21,30,2,1,0,0,27225,9]"
26,208,6,25,27,2,0,0,0,43264,36,"[26,208,6,25,27,2,0,0,0,43264,36]"
6,35,2,265,257,4,0,0,0,1225,4,"[6,35,2,265,257,4,0,0,0,1225,4]"
13,469,2,11,17,2,0,1,1,219961,4,"[13,469,2,11,17,2,0,1,1,219961,4]"
41,252,7,36,10,2,1,0,1,63504,49,"[41,252,7,36,10,2,1,0,1,63504,49]"
59,168,3,40,3,4,0,0,0,28224,9,"[59,168,3,40,3,4,0,0,0,28224,9]"
39,424,4,21,10,4,1,0,1,179776,16,"[39,424,4,21,10,4,1,0,1,179776,16]"
15,395,6,20,23,2,0,0,1,156025,36,"[15,395,6,20,23,2,0,0,1,156025,36]"
12,115,4,32,13,1,1,0,1,13225,16,"[12,115,4,32,13,1,1,0,1,13225,16]"
4,51,3,56,149,2,1,0,0,2601,9,"[4,51,3,56,149,2,1,0,0,2601,9]"
42,320,6,21,11,1,0,1,0,102400,36,"[42,320,6,21,11,1,0,1,0,102400,36]"
15,27,5,16,212,3,0,0,1,729,25,"[15,27,5,16,212,3,0,0,1,729,25]"
30,494,6,13,11,2,1,0,1,244036,36,"[30,494,6,13,11,2,1,0,1,244036,36]"
44,110,3,26,81,2,1,1,1,12100,9,"[44,110,3,26,81,2,1,1,1,12100,9]"
53,72,3,83,125,2,1,0,1,5184,9,"[53,72,3,83,125,2,1,0,1,5184,9]"
50,437,6,9,19,3,0,0,0,190969,36,"[50,437,6,9,19,3,0,0,0,190969,36]"
63,493,7,19,9,4,0,0,0,243049,49,"[63,493,7,19,9,4,0,0,0,243049,49]"
38,271,2,11,32,3,0,1,1,73441,4,"[38,271,2,11,32,3,0,1,1,73441,4]"
45,392,7,5,12,4,0,1,0,153664,49,"[45,392,7,5,12,4,0,1,0,153664,49]"
43,49,1,32,25,2,0,0,1,2401,1,"[43,49,1,32,25,2,0,0,1,2401,1]"
32,231,2,12,12,4,0,0,1,53361,4,"[32,231,2,12,12,4,0,0,1,53361,4]"
47,281,5,30,18,3,1,0,0,78961,25,"[47,281,5,30,18,3,1,0,0,78961,25]"
24,404,5,11,2,1,1,0,1,163216,25,"[24,404,5,11,2,1,1,0,1,163216,25]"
59,288,1,28,33,1,0,1,1,82944,1,"[59,288,1,28,33,1,0,1,1,82944,1]"
61,39,4,112,3,4,0,0,0,1521,16,"[61,39,4,112,3,4,0,0,0,1521,16]"
62,151,3,21,59,3,0,0,1,22801,9,"[62,151,3,21,59,3,0,0,1,22801,9]"
20,441,3,10,18,4,1,1,1,194481,9,"[20,441,3,10,18,4,1,1,1,194481,9]"
36,227,6,5,6,2,0,1,1,51529,36,"[36,227,6,5,6,2,0,1,1,51529,36]"
40,184,2,32,47,2,1,0,1,33856,4,"[40,184,2,32,47,2,1,0,1,33856,4]"
23,372,7,16,8,4,0,1,0,138384,49,"[23,372,7,16,8,4,0,1,0,138384,49]"
13,355,5,9,3,1,0,0,1,126025,25,"[13,355,5,9,3,1,0,0,1,126025,25]"
37,163,3,23,42,2,1,0,1,26569,9,"[37,163,3,23,42,2,1,0,1,26569,9]"
39,448,3,16,7,4,0,1,0,200704,9,"[39,448,3,16,7,4,0,1,0,200704,9]"
7,461,6,6,8,3,0,0,0,212521,36,"[7,461,6,6,8,3,0,0,0,212521,36]"
36,295,7,28,15,3,1,1,0,87025,49,"[36,295,7,28,15,3,1,1,0,87025,49]"
64,279,7,33,7,4,1,1,0,77841,49,"[64,279,7,33,7,4,1,1,0,77841,49]"
17,499,1,10,15,1,1,1,0,249001,1,"[17,499,1,10,15,1,1,1,0,249001,1]"
18,219,2,1,10,3,1,0,1,47961,4,"[18,219,2,1,10,3,1,0,1,47961,4]"
48,57,5,136,43,2,0,0,0,3249,25,"[48,57,5,136,43,2,0,0,0,3249,25]"
59,64,3,100,154,4,1,1,1,4096,9,"[59,64,3,100,154,4,1,1,1,4096,9]"
53,210,5,11,15,3,1,1,0,44100,25,"[53,210,5,11,15,3,1,1,0,44100,25]"
60,360,7,8,5,4,1,1,0,129600,49,"[60,360,7,8,5,4,1,1,0,129600,49]"
14,426,4,9,9,3,1,1,1,181476,16,"[14,426,4,9,9,3,1,1,1,181476,16]"
18,334,3,20,13,1,1,0,0,111556,9,"[18,334,3,20,13,1,1,0,0,111556,9]"
12,244,5,14,11,3,1,1,1,59536,25,"[12,244,5,14,11,3,1,1,1,59536,25]"
26,508,3,6,9,4,0,0,0,258064,9,"[26,508,3,6,9,4,0,0,0,258064,9]"
35,279,2,10,29,3,0,0,0,77841,4,"[35,279,2,10,29,3,0,0,0,77841,4]"
2,167,1,23,33,1,0,1,0,27889,1,"[2,167,1,23,33,1,0,1,0,27889,1]"
49,337,1,9,17,2,1,0,0,113569,1,"[49,337,1,9,17,2,1,0,0,113569,1]"
57,414,2,3,8,2,0,0,1,171396,4,"[57,414,2,3,8,2,0,0,1,171396,4]"
54,102,5,36,3,3,0,1,1,10404,25,"[54,102,5,36,3,3,0,1,1,10404,25]"
59,504,5,15,14,3,1,1,0,254016,25,"[59,504,5,15,14,3,1,1,0,254016,25]"
58,223,4,8,2,4,0,1,0,49729,16,"[58,223,4,8,2,4,0,1,0,49729,16]"
16,424,2,20,13,4,0,0,0,179776,4,"[16,424,2,20,13,4,0,0,0,179776,4]"
48,336,3,24,12,3,0,1,1,112896,9,"[48,336,3,24,12,3,0,1,1,112896,9]"
18,108,6,35,91,1,1,0,0,11664,36,"[18,108,6,35,91,1,1,0,0,11664,36]"
26,285,2,15,9,1,0,1,1,81225,4,"[26,285,2,15,9,1,0,1,1,81225,4]"
41,52,5,179,65,4,1,0,0,2704,25,"[41,52,5,179,65,4,1,0,0,2704,25]"
20,325,2,6,26,3,1,1,0,105625,4,"[20,325,2,6,26,3,1,1,0,105625,4]"
19,439,3,17,8,1,0,0,1,192721,9,"[19,439,3,17,8,1,0,0,1,192721,9]"
6,342,6,21,14,3,0,1,1,116964,36,"[6,342,6,21,14,3,0,1,1,116964,36]"
57,237,1,22,30,2,1,0,1,56169,1,"[57,237,1,22,30,2,1,0,1,56169,1]"
39,325,5,18,1,1,0,0,1,105625,25,"[39,325,5,18,1,1,0,0,1,105625,25]"
52,303,1,11,14,4,1,1,0,91809,1,"[52,303,1,11,14,4,1,1,0,91809,1]"
48,438,2,18,19,4,1,1,0,191844,4,"[48,438,2,18,19,4,1,1,0,191844,4]"
3,13,2,762,265,4,0,1,0,169,4,"[3,13,2,762,265,4,0,1,0,169,4]"
37,211,7,28,37,4,1,1,1,44521,49,"[37,211,7,28,37,4,1,1,1,44521,49]"
42,479,5,15,2,3,0,1,1,229441,25,"[42,479,5,15,2,3,0,1,1,229441,25]"
32,497,4,6,12,1,1,0,1,247009,16,"[32,497,4,6,12,1,1,0,1,247009,16]"
52,402,6,2,20,1,1,0,0,161604,36,"[52,402,6,2,20,1,1,0,0,161604,36]"
45,330,1,8,12,1,1,1,1,108900,1,"[45,330,1,8,12,1,1,1,1,108900,1]"
37,121,7,33,63,1,0,0,1,14641,49,"[37,121,7,33,63,1,0,0,1,14641,49]"
24,511,6,2,6,1,1,0,0,261121,36,"[24,511,6,2,6,1,1,0,0,261121,36]"
64,222,7,37,21,1,1,0,1,49284,49,"[64,222,7,37,21,1,1,0,1,49284,49]"
1,263,1,23,10,2,0,0,0,69169,1,"[1,263,1,23,10,2,0,0,0,69169,1]"
12,215,1,14,29,4,0,0,1,46225,1,"[12,215,1,14,29,4,0,0,1,46225,1]"
45,428,2,20,18,2,0,0,1,183184,4,"[45,428,2,20,18,2,0,0,1,183184,4]"
63,191,5,12,33,2,0,0,1,36481,25,"[63,191,5,12,33,2,0,0,1,36481,25]"
33,392,4,18,20,4,1,0,1,153664,16,"[33,392,4,18,20,4,1,0,1,153664,16]"
19,314,6,22,8,2,0,1,1,98596,36,"[19,314,6,22,8,2,0,1,1,98596,36]"
35,213,3,32,3,1,1,1,0,45369,9,"[35,213,3,32,3,1,1,1,0,45369,9]"
21,93,7,50,90,4,1,0,1,8649,49,"[21,93,7,50,90,4,1,0,1,8649,49]"
22,200,4,22,48,3,0,0,1,40000,16,"[22,200,4,22,48,3,0,0,1,40000,16]"
43,188,5,29,32,1,1,1,0,35344,25,"[43,188,5,29,32,1,1,1,0,35344,25]"
22,383,4,2,2,2,1,0,0,146689,16,"[22,383,4,2,2,2,1,0,0,146689,16]"
36,77,7,89,40,4,1,1,1,5929,49,"[36,77,7,89,40,4,1,1,1,5929,49]"
24,34,4,195,65,4,1,1,1,1156,16,"[24,34,4,195,65,4,1,1,1,1156,16]"
9,122,6,64,78,4,0,1,0,14884,36,"[9,122,6,64,78,4,0,1,0,14884,36]"
28,423,3,16,12,2,1,1,0,178929,9,"[28,423,3,16,12,2,1,1,0,178929,9]"
8,193,1,1,20,4,0,0,0,37249,1,"[8,193,1,1,20,4,0,0,0,37249,1]"
32,330,6,22,22,4,0,0,0,108900,36,"[32,330,6,22,22,4,0,0,0,108900,36]"
39,389,2,16,18,4,1,0,0,151321,4,"[39,389,2,16,18,4,1,0,0,151321,4]"
35,78,1,61,44,1,1,1,1,6084,1,"[35,78,1,61,44,1,1,1,1,6084,1]"
11,171,7,42,19,4,0,1,1,29241,49,"[11,171,7,42,19,4,0,1,1,29241,49]"
30,388,5,12,3,1,0,0,1,150544,25,"[30,388,5,12,3,1,0,0,1,150544,25]"
11,148,2,26,15,1,0,0,0,21904,4,"[11,148,2,26,15,1,0,0,0,21904,4]"
29,431,3,10,12,1,1,0,1,185761,9,"[29,431,3,10,12,1,1,0,1,185761,9]"
23,349,7,10,3,1,0,1,0,121801,49,"[23,349,7,10,3,1,0,1,0,121801,49]"
21,7,1,326,1031,1,0,1,0,49,1,"[21,7,1,326,1031,1,0,1,0,49,1]"
32,42,2,38,50,3,0,0,1,1764,4,"[32,42,2,38,50,3,0,0,1,1764,4]"
30,356,6,21,19,2,0,1,0,126736,36,"[30,356,6,21,19,2,0,1,0,126736,36]"
57,144,1,38,24,1,1,0,1,20736,1,"[57,144,1,38,24,1,1,0,1,20736,1]"
54,346,3,6,3,2,1,0,0,119716,9,"[54,346,3,6,3,2,1,0,0,119716,9]"
36,238,7,18,8,2,1,0,0,56644,49,"[36,238,7,18,8,2,1,0,0,56644,49]"
49,26,2,333,134,1,1,0,0,676,4,"[49,26,2,333,134,1,1,0,0,676,4]"
53,221,1,44,33,3,0,1,1,48841,1,"[53,221,1,44,33,3,0,1,1,48841,1]"
14,164,3,40,15,2,0,1,1,26896,9,"[14,164,3,40,15,2,0,1,1,26896,9]"
3,53,4,115,41,1,1,0,1,2809,16,"[3,53,4,115,41,1,1,0,1,2809,16]"
46,446,5,21,9,4,0,0,1,198916,25,"[46,446,5,21,9,4,0,0,1,198916,25]"
34,143,6,16,56,1,0,1,0,20449,36,"[34,143,6,16,56,1,0,1,0,20449,36]"
19,213,4,15,28,4,1,1,0,45369,16,"[19,213,4,15,28,4,1,1,0,45369,16]"
35,335,2,1,23,2,1,0,0,112225,4,"[35,335,2,1,23,2,1,0,0,112225,4]"
27,244,6,16,19,1,1,0,1,59536,36,"[27,244,6,16,19,1,1,0,1,59536,36]"
45,63,1,97,121,4,0,1,1,3969,1,"[45,63,1,97,121,4,0,1,1,3969,1]"
64,237,4,24,6,3,0,1,1,56169,16,"[64,237,4,24,6,3,0,1,1,56169,16]"
53,141,5,55,47,4,0,0,1,19881,25,"[53,141,5,55,47,4,0,0,1,19881,25]"
50,24,2,301,209,4,0,0,1,576,4,"[50,24,2,301,209,4,0,0,1,576,4]"
52,455,3,12,14,1,1,0,1,207025,9,"[52,455,3,12,14,1,1,0,1,207025,9]"
34,72,5,129,22,2,1,1,0,5184,25,"[34,72,5,129,22,2,1,1,0,5184,25]"
38,195,2,21,11,4,0,0,1,38025,4,"[38,195,2,21,11,4,0,0,1,38025,4]"
60,19,5,509,10,2,0,1,1,361,25,"[60,19,5,509,10,2,0,1,1,361,25]"
23,208,7,3,15,4,0,0,0,43264,49,"[23,208,7,3,15,4,0,0,0,43264,49]"
3,433,7,5,12,2,0,0,0,187489,49,"[3,433,7,5,12,2,0,0,0,187489,49]"
41,46,4,64,27,1,0,1,1,2116,16,"[41,46,4,64,27,1,0,1,1,2116,16]"
8,510,6,5,13,4,1,1,0,260100,36,"[8,510,6,5,13,4,1,1,0,260100,36]"
1,392,4,24,6,1,0,1,1,153664,16,"[1,392,4,24,6,1,0,1,1,153664,16]"
6,141,7,11,35,3,1,1,1,19881,49,"[6,141,7,11,35,3,1,1,1,19881,49]"
61,323,5,13,11,2,1,0,1,104329,25,"[61,323,5,13,11,2,1,0,1,104329,25]"
56,505,1,9,3,2,1,1,1,255025,1,"[56,505,1,9,3,2,1,1,1,255025,1]"
28,184,1,10,44,3,1,0,0,33856,1,"[28,184,1,10,44,3,1,0,0,33856,1]"
47,465,6,14,16,2,1,0,1,216225,36,"[47,465,6,14,16,2,1,0,1,216225,36]"
12,405,7,16,8,1,1,0,0,164025,49,"[12,405,7,16,8,1,1,0,0,164025,49]"
38,295,1,31,1,2,0,1,0,87025,1,"[38,295,1,31,1,2,0,1,0,87025,1]"
25,179,6,8,47,3,1,0,0,32041,36,"[25,179,6,8,47,3,1,0,0,32041,36]"
12,261,7,13,20,1,1,0,0,68121,49,"[12,261,7,13,20,1,1,0,0,68121,49]"
18,227,4,6,23,1,0,0,0,51529,16,"[18,227,4,6,23,1,0,0,0,51529,16]"
8,295,5,11,21,2,0,0,0,87025,25,"[8,295,5,11,21,2,0,0,0,87025,25]"
10,207,4,27,8,1,0,0,1,42849,16,"[10,207,4,27,8,1,0,0,1,42849,16]"
36,442,3,4,13,1,0,0,0,195364,9,"[36,442,3,4,13,1,0,0,0,195364,9]"
25,385,6,8,15,1,1,1,1,148225,36,"[25,385,6,8,15,1,1,1,1,148225,36]"
46,359,6,13,3,1,1,1,1,128881,36,"[46,359,6,13,3,1,1,1,1,128881,36]"
61,421,2,8,13,1,0,1,1,177241,4,"[61,421,2,8,13,1,0,1,1,177241,4]"
55,239,1,37,22,1,0,1,0,57121,1,"[55,239,1,37,22,1,0,1,0,57121,1]"
13,472,7,6,18,3,0,0,1,222784,49,"[13,472,7,6,18,3,0,0,1,222784,49]"
33,119,1,33,66,1,1,1,0,14161,1,"[33,119,1,33,66,1,1,1,0,14161,1]"
41,464,6,15,19,2,0,0,0,215296,36,"[41,464,6,15,19,2,0,0,0,215296,36]"
5,175,7,43,53,4,0,0,0,30625,49,"[5,175,7,43,53,4,0,0,0,30625,49]"
54,310,4,2,20,4,1,0,1,96100,16,"[54,310,4,2,20,4,1,0,1,96100,16]"
39,77,6,51,97,3,0,1,1,5929,36,"[39,77,6,51,97,3,0,1,1,5929,36]"
36,392,1,13,18,2,0,0,1,153664,1,"[36,392,1,13,18,2,0,0,1,153664,1]"
24,248,2,32,9,4,1,0,0,61504,4,"[24,248,2,32,9,4,1,0,0,61504,4]"
23,61,1,77,69,2,0,1,1,3721,1,"[23,61,1,77,69,2,0,1,1,3721,1]"
61,254,6,32,3,1,0,0,0,64516,36,"[61,254,6,32,3,1,0,0,0,64516,36]"
58,334,3,16,13,2,1,0,1,111556,9,"[58,334,3,16,13,2,1,0,1,111556,9]"
50,357,3,18,21,2,1,1,1,127449,9,"[50,357,3,18,21,2,1,1,1,127449,9]"
2,168,7,17,52,2,1,1,0,28224,49,"[2,168,7,17,52,2,1,1,0,28224,49]"
64,90,6,17,7,4,1,1,1,8100,36,"[64,90,6,17,7,4,1,1,1,8100,36]"
21,504,4,17,6,1,0,0,0,254016,16,"[21,504,4,17,6,1,0,0,0,254016,16]"
54,388,3,15,8,3,1,1,0,150544,9,"[54,388,3,15,8,3,1,1,0,150544,9]"
29,19,4,96,503,2,1,0,0,361,16,"[29,19,4,96,503,2,1,0,0,361,16]"
29,196,5,48,3,2,1,0,1,38416,25,"[29,196,5,48,3,2,1,0,1,38416,25]"
34,176,3,44,11,4,1,0,0,30976,9,"[34,176,3,44,11,4,1,0,0,30976,9]"
37,34,4,267,233,1,1,1,0,1156,16,"[37,34,4,267,233,1,1,1,0,1156,16]"
3,262,7,27,6,3,0,1,0,68644,49,"[3,262,7,27,6,3,0,1,0,68644,49]"
58,6,1,539,745,2,0,1,1,36,1,"[58,6,1,539,745,2,0,1,1,36,1]"
39,61,1,24,67,2,1,1,1,3721,1,"[39,61,1,24,67,2,1,1,1,3721,1]"
23,195,2,46,35,3,1,0,1,38025,4,"[23,195,2,46,35,3,1,0,1,38025,4]"
27,362,1,11,23,2,0,1,1,131044,1,"[27,362,1,11,23,2,0,1,1,131044,1]"
23,484,1,14,19,2,1,1,0,234256,1,"[23,484,1,14,19,2,1,1,0,234256,1]"
64,35,3,76,157,4,1,0,1,1225,9,"[64,35,3,76,157,4,1,0,1,1225,9]"
28,109,1,11,84,4,1,0,0,11881,1,"[28,109,1,11,84,4,1,0,0,11881,1]"
17,462,1,3,12,3,1,0,0,213444,1,"[17,462,1,3,12,3,1,0,0,213444,1]"
39,170,2,2,20,4,0,1,0,28900,4,"[39,170,2,2,20,4,0,1,0,28900,4]"
34,304,3,11,18,2,1,1,1,92416,9,"[34,304,3,11,18,2,1,1,1,92416,9]"
30,294,5,6,9,2,1,0,0,86436,25,"[30,294,5,6,9,2,1,0,0,86436,25]"
48,456,3,17,16,4,0,0,0,207936,9,"[48,456,3,17,16,4,0,0,0,207936,9]"
33,73,7,38,85,1,0,1,1,5329,49,"[33,73,7,38,85,1,0,1,1,5329,49]"
43,498,1,2,17,3,0,0,1,248004,1,"[43,498,1,2,17,3,0,0,1,248004,1]"
48,14,4,61,515,2,0,1,1,196,16,"[48,14,4,61,515,2,0,1,1,196,16]"
44,210,4,20,13,4,1,1,1,44100,16,"[44,210,4,20,13,4,1,1,1,44100,16]"
64,375,6,17,7,3,1,1,1,140625,36,"[64,375,6,17,7,3,1,1,1,140625,36]"
61,15,5,446,213,4,0,0,0,225,25,"[61,15,5,446,213,4,0,0,0,225,25]"
11,19,6,114,105,3,0,1,0,361,36,"[11,19,6,114,105,3,0,1,0,361,36]"
46,480,5,12,19,4,1,1,0,230400,25,"[46,480,5,12,19,4,1,1,0,230400,25]"
35,359,6,19,6,2,1,1,0,128881,36,"[35,359,6,19,6,2,1,1,0,128881,36]"
40,161,4,14,31,3,0,0,0,25921,16,"[40,161,4,14,31,3,0,0,0,25921,16]"
45,432,3,20,8,3,1,1,0,186624,9,"[45,432,3,20,8,3,1,1,0,186624,9]"
47,247,3,32,11,1,0,1,1,61009,9,"[47,247,3,32,11,1,0,1,1,61009,9]"
59,428,6,21,19,2,0,1,1,183184,36,"[59,428,6,21,19,2,0,1,1,183184,36]"
3,289,6,20,9,3,1,1,1,83521,36,"[3,289,6,20,9,3,1,1,1,83521,36]"
53,345,7,4,19,4,0,0,0,119025,49,"[53,345,7,4,19,4,0,0,0,119025,49]"
8,89,1,10,37,4,1,1,0,7921,1,"[8,89,1,10,37,4,1,1,0,7921,1]"
53,163,1,27,45,2,1,1,1,26569,1,"[53,163,1,27,45,2,1,1,1,26569,1]"
61,178,3,43,5,1,1,1,0,31684,9,"[61,178,3,43,5,1,1,1,0,31684,9]"
13,134,4,1,2,1,1,0,0,17956,16,"[13,134,4,1,2,1,1,0,0,17956,16]"
40,270,5,26,29,1,1,0,1,72900,25,"[40,270,5,26,29,1,1,0,1,72900,25]"
64,491,2,13,13,4,0,1,1,241081,4,"[64,491,2,13,13,4,0,1,1,241081,4]"
25,438,1,7,21,3,0,0,1,191844,1,"[25,438,1,7,21,3,0,0,1,191844,1]"
41,356,3,18,25,4,0,0,1,126736,9,"[41,356,3,18,25,4,0,0,1,126736,9]"
63,67,7,94,93,1,0,0,0,4489,49,"[63,67,7,94,93,1,0,0,0,4489,49]"
10,247,1,37,38,4,0,0,0,61009,1,"[10,247,1,37,38,4,0,0,0,61009,1]"
29,385,7,6,23,1,1,1,0,148225,49,"[29,385,7,6,23,1,1,1,0,148225,49]"
