batchsize,matsize,channels_in,poolsize,strides,padding,elements_matrix,hashkey
59,16,605,2,1,0,256,"[59,16,605,2,1,0,256]"
27,99,81,2,1,1,9801,"[27,99,81,2,1,1,9801]"
36,365,6,5,1,1,133225,"[36,365,6,5,1,1,133225]"
13,368,14,2,3,0,135424,"[13,368,14,2,3,0,135424]"
49,109,77,2,3,0,11881,"[49,109,77,2,3,0,11881]"
52,77,111,2,4,0,5929,"[52,77,111,2,4,0,5929]"
30,324,5,5,4,1,104976,"[30,324,5,5,4,1,104976]"
5,461,1,4,1,1,212521,"[5,461,1,4,1,1,212521]"
30,42,67,1,1,1,1764,"[30,42,67,1,1,1,1764]"
43,259,13,4,2,0,67081,"[43,259,13,4,2,0,67081]"
12,260,27,5,3,0,67600,"[12,260,27,5,3,0,67600]"
54,194,8,3,4,0,37636,"[54,194,8,3,4,0,37636]"
12,234,38,2,3,0,54756,"[12,234,38,2,3,0,54756]"
27,97,19,5,1,0,9409,"[27,97,19,5,1,0,9409]"
51,239,34,1,1,1,57121,"[51,239,34,1,1,1,57121]"
31,494,6,3,4,1,244036,"[31,494,6,3,4,1,244036]"
10,429,7,3,1,1,184041,"[10,429,7,3,1,1,184041]"
40,486,3,1,1,1,236196,"[40,486,3,1,1,1,236196]"
52,462,19,4,4,1,213444,"[52,462,19,4,4,1,213444]"
51,90,108,7,2,1,8100,"[51,90,108,7,2,1,8100]"
10,297,31,2,4,1,88209,"[10,297,31,2,4,1,88209]"
61,94,45,2,1,1,8836,"[61,94,45,2,1,1,8836]"
17,34,178,4,2,0,1156,"[17,34,178,4,2,0,1156]"
17,135,4,2,2,0,18225,"[17,135,4,2,2,0,18225]"
38,448,18,7,4,0,200704,"[38,448,18,7,4,0,200704]"
64,492,6,3,2,1,242064,"[64,492,6,3,2,1,242064]"
13,413,17,3,3,1,170569,"[13,413,17,3,3,1,170569]"
15,134,29,3,2,0,17956,"[15,134,29,3,2,0,17956]"
45,418,22,3,3,1,174724,"[45,418,22,3,3,1,174724]"
19,131,53,4,1,1,17161,"[19,131,53,4,1,1,17161]"
56,379,16,3,4,0,143641,"[56,379,16,3,4,0,143641]"
64,166,18,6,2,1,27556,"[64,166,18,6,2,1,27556]"
34,279,7,2,1,1,77841,"[34,279,7,2,1,1,77841]"
60,175,8,4,3,0,30625,"[60,175,8,4,3,0,30625]"
22,460,11,1,1,1,211600,"[22,460,11,1,1,1,211600]"
4,245,20,4,1,1,60025,"[4,245,20,4,1,1,60025]"
28,161,51,5,2,1,25921,"[28,161,51,5,2,1,25921]"
24,446,21,7,3,1,198916,"[24,446,21,7,3,1,198916]"
31,289,13,6,4,0,83521,"[31,289,13,6,4,0,83521]"
50,28,18,1,2,0,784,"[50,28,18,1,2,0,784]"
37,229,13,3,4,0,52441,"[37,229,13,3,4,0,52441]"
59,466,9,3,1,0,217156,"[59,466,9,3,1,0,217156]"
27,152,55,5,2,1,23104,"[27,152,55,5,2,1,23104]"
14,486,13,4,3,1,236196,"[14,486,13,4,3,1,236196]"
13,327,5,7,3,1,106929,"[13,327,5,7,3,1,106929]"
35,272,28,1,3,1,73984,"[35,272,28,1,3,1,73984]"
47,177,18,5,3,0,31329,"[47,177,18,5,3,0,31329]"
45,160,6,4,1,1,25600,"[45,160,6,4,1,1,25600]"
64,259,17,4,2,0,67081,"[64,259,17,4,2,0,67081]"
23,386,18,3,4,0,148996,"[23,386,18,3,4,0,148996]"
24,126,35,6,1,1,15876,"[24,126,35,6,1,1,15876]"
52,120,10,7,2,1,14400,"[52,120,10,7,2,1,14400]"
46,396,9,1,1,1,156816,"[46,396,9,1,1,1,156816]"
14,200,41,1,3,1,40000,"[14,200,41,1,3,1,40000]"
28,398,17,5,3,1,158404,"[28,398,17,5,3,1,158404]"
61,412,10,2,2,1,169744,"[61,412,10,2,2,1,169744]"
26,399,4,1,2,1,159201,"[26,399,4,1,2,1,159201]"
29,307,24,7,1,1,94249,"[29,307,24,7,1,1,94249]"
4,482,5,7,3,0,232324,"[4,482,5,7,3,0,232324]"
21,249,4,6,3,1,62001,"[21,249,4,6,3,1,62001]"
17,447,7,3,2,0,199809,"[17,447,7,3,2,0,199809]"
62,38,206,2,1,1,1444,"[62,38,206,2,1,1,1444]"
18,222,43,5,4,0,49284,"[18,222,43,5,4,0,49284]"
23,209,3,6,1,1,43681,"[23,209,3,6,1,1,43681]"
56,412,23,7,2,1,169744,"[56,412,23,7,2,1,169744]"
46,481,13,5,4,0,231361,"[46,481,13,5,4,0,231361]"
17,195,24,6,2,1,38025,"[17,195,24,6,2,1,38025]"
62,87,37,7,4,1,7569,"[62,87,37,7,4,1,7569]"
24,416,11,7,1,1,173056,"[24,416,11,7,1,1,173056]"
61,246,16,1,3,0,60516,"[61,246,16,1,3,0,60516]"
45,47,67,4,2,1,2209,"[45,47,67,4,2,1,2209]"
44,5,1180,5,4,0,25,"[44,5,1180,5,4,0,25]"
30,505,1,5,3,0,255025,"[30,505,1,5,3,0,255025]"
34,297,15,3,1,1,88209,"[34,297,15,3,1,1,88209]"
33,89,82,7,1,0,7921,"[33,89,82,7,1,0,7921]"
58,484,17,4,3,0,234256,"[58,484,17,4,3,0,234256]"
11,412,10,1,1,0,169744,"[11,412,10,1,1,0,169744]"
51,354,16,7,2,0,125316,"[51,354,16,7,2,0,125316]"
6,481,10,3,4,0,231361,"[6,481,10,3,4,0,231361]"
14,146,60,5,1,0,21316,"[14,146,60,5,1,0,21316]"
48,193,44,2,4,1,37249,"[48,193,44,2,4,1,37249]"
6,390,4,2,3,0,152100,"[6,390,4,2,3,0,152100]"
17,76,119,4,4,1,5776,"[17,76,119,4,4,1,5776]"
57,168,37,6,4,0,28224,"[57,168,37,6,4,0,28224]"
8,415,3,4,4,1,172225,"[8,415,3,4,4,1,172225]"
24,85,17,5,1,0,7225,"[24,85,17,5,1,0,7225]"
2,353,13,2,2,1,124609,"[2,353,13,2,2,1,124609]"
51,438,14,7,3,0,191844,"[51,438,14,7,3,0,191844]"
48,388,7,7,2,1,150544,"[48,388,7,7,2,1,150544]"
64,319,16,3,4,1,101761,"[64,319,16,3,4,1,101761]"
17,390,12,1,1,1,152100,"[17,390,12,1,1,1,152100]"
39,184,12,5,4,1,33856,"[39,184,12,5,4,1,33856]"
38,391,2,2,2,1,152881,"[38,391,2,2,2,1,152881]"
39,197,15,1,3,1,38809,"[39,197,15,1,3,1,38809]"
5,80,25,7,3,0,6400,"[5,80,25,7,3,0,6400]"
60,396,12,7,4,1,156816,"[60,396,12,7,4,1,156816]"
34,96,46,1,4,0,9216,"[34,96,46,1,4,0,9216]"
8,331,25,5,3,1,109561,"[8,331,25,5,3,1,109561]"
20,107,39,1,2,1,11449,"[20,107,39,1,2,1,11449]"
37,481,3,2,3,1,231361,"[37,481,3,2,3,1,231361]"
36,246,11,2,3,0,60516,"[36,246,11,2,3,0,60516]"
59,311,22,5,2,1,96721,"[59,311,22,5,2,1,96721]"
62,60,62,4,2,1,3600,"[62,60,62,4,2,1,3600]"
11,126,46,3,2,1,15876,"[11,126,46,3,2,1,15876]"
36,380,4,2,4,0,144400,"[36,380,4,2,4,0,144400]"
28,269,24,4,4,0,72361,"[28,269,24,4,4,0,72361]"
61,425,15,6,3,1,180625,"[61,425,15,6,3,1,180625]"
28,94,38,7,4,1,8836,"[28,94,38,7,4,1,8836]"
45,105,54,5,3,1,11025,"[45,105,54,5,3,1,11025]"
15,248,3,5,1,0,61504,"[15,248,3,5,1,0,61504]"
41,504,14,2,4,0,254016,"[41,504,14,2,4,0,254016]"
59,496,10,3,2,1,246016,"[59,496,10,3,2,1,246016]"
60,345,24,5,4,0,119025,"[60,345,24,5,4,0,119025]"
23,157,45,4,4,0,24649,"[23,157,45,4,4,0,24649]"
30,109,42,5,4,1,11881,"[30,109,42,5,4,1,11881]"
47,343,9,1,2,0,117649,"[47,343,9,1,2,0,117649]"
37,254,3,6,1,0,64516,"[37,254,3,6,1,0,64516]"
34,188,5,7,4,1,35344,"[34,188,5,7,4,1,35344]"
8,341,8,7,4,0,116281,"[8,341,8,7,4,0,116281]"
44,173,23,3,2,1,29929,"[44,173,23,3,2,1,29929]"
25,428,5,4,4,0,183184,"[25,428,5,4,4,0,183184]"
15,220,20,6,3,1,48400,"[15,220,20,6,3,1,48400]"
34,340,23,4,2,1,115600,"[34,340,23,4,2,1,115600]"
43,260,7,7,1,1,67600,"[43,260,7,7,1,1,67600]"
20,160,24,7,4,1,25600,"[20,160,24,7,4,1,25600]"
25,152,23,4,3,1,23104,"[25,152,23,4,3,1,23104]"
45,206,10,2,2,0,42436,"[45,206,10,2,2,0,42436]"
42,198,21,3,2,0,39204,"[42,198,21,3,2,0,39204]"
42,397,2,5,1,1,157609,"[42,397,2,5,1,1,157609]"
25,329,10,7,2,1,108241,"[25,329,10,7,2,1,108241]"
37,103,92,4,1,0,10609,"[37,103,92,4,1,0,10609]"
46,303,11,4,2,0,91809,"[46,303,11,4,2,0,91809]"
44,463,12,4,4,0,214369,"[44,463,12,4,4,0,214369]"
46,408,4,7,3,0,166464,"[46,408,4,7,3,0,166464]"
2,354,1,4,4,1,125316,"[2,354,1,4,4,1,125316]"
32,510,1,7,2,1,260100,"[32,510,1,7,2,1,260100]"
17,348,24,1,3,0,121104,"[17,348,24,1,3,0,121104]"
31,306,22,5,2,0,93636,"[31,306,22,5,2,0,93636]"
24,300,20,3,1,0,90000,"[24,300,20,3,1,0,90000]"
23,372,17,5,1,1,138384,"[23,372,17,5,1,1,138384]"
34,242,18,1,4,0,58564,"[34,242,18,1,4,0,58564]"
49,191,1,2,1,0,36481,"[49,191,1,2,1,0,36481]"
21,439,8,6,4,1,192721,"[21,439,8,6,4,1,192721]"
59,111,79,4,1,1,12321,"[59,111,79,4,1,1,12321]"
34,191,35,4,3,0,36481,"[34,191,35,4,3,0,36481]"
12,382,25,5,1,0,145924,"[12,382,25,5,1,0,145924]"
56,359,24,4,3,1,128881,"[56,359,24,4,3,1,128881]"
43,158,29,4,4,0,24964,"[43,158,29,4,4,0,24964]"
53,121,52,3,4,1,14641,"[53,121,52,3,4,1,14641]"
11,205,6,1,3,1,42025,"[11,205,6,1,3,1,42025]"
42,245,18,2,3,1,60025,"[42,245,18,2,3,1,60025]"
47,367,12,1,4,0,134689,"[47,367,12,1,4,0,134689]"
34,372,10,1,3,1,138384,"[34,372,10,1,3,1,138384]"
43,304,19,6,1,1,92416,"[43,304,19,6,1,1,92416]"
46,158,58,2,3,1,24964,"[46,158,58,2,3,1,24964]"
33,192,5,5,1,0,36864,"[33,192,5,5,1,0,36864]"
55,491,4,7,3,0,241081,"[55,491,4,7,3,0,241081]"
27,194,40,5,4,1,37636,"[27,194,40,5,4,1,37636]"
59,440,6,7,4,0,193600,"[59,440,6,7,4,0,193600]"
36,320,1,6,2,1,102400,"[36,320,1,6,2,1,102400]"
40,459,15,4,4,1,210681,"[40,459,15,4,4,1,210681]"
29,203,41,5,4,1,41209,"[29,203,41,5,4,1,41209]"
38,417,8,1,2,0,173889,"[38,417,8,1,2,0,173889]"
8,256,30,4,4,0,65536,"[8,256,30,4,4,0,65536]"
17,153,18,1,3,1,23409,"[17,153,18,1,3,1,23409]"
16,408,14,5,3,0,166464,"[16,408,14,5,3,0,166464]"
18,71,68,1,1,1,5041,"[18,71,68,1,1,1,5041]"
16,210,29,4,3,1,44100,"[16,210,29,4,3,1,44100]"
26,260,35,4,3,0,67600,"[26,260,35,4,3,0,67600]"
63,115,37,7,3,1,13225,"[63,115,37,7,3,1,13225]"
19,370,19,7,1,0,136900,"[19,370,19,7,1,0,136900]"
43,405,20,1,3,1,164025,"[43,405,20,1,3,1,164025]"
52,295,16,6,1,0,87025,"[52,295,16,6,1,0,87025]"
6,315,8,4,3,0,99225,"[6,315,8,4,3,0,99225]"
37,496,10,7,4,1,246016,"[37,496,10,7,4,1,246016]"
15,357,12,1,2,0,127449,"[15,357,12,1,2,0,127449]"
24,287,15,4,3,1,82369,"[24,287,15,4,3,1,82369]"
29,455,15,5,4,0,207025,"[29,455,15,5,4,0,207025]"
24,460,18,4,3,1,211600,"[24,460,18,4,3,1,211600]"
56,104,56,6,1,1,10816,"[56,104,56,6,1,1,10816]"
30,319,27,5,4,1,101761,"[30,319,27,5,4,1,101761]"
7,19,95,4,1,1,361,"[7,19,95,4,1,1,361]"
62,188,15,5,4,1,35344,"[62,188,15,5,4,1,35344]"
58,373,18,2,1,0,139129,"[58,373,18,2,1,0,139129]"
62,71,93,5,4,0,5041,"[62,71,93,5,4,0,5041]"
60,196,17,5,4,0,38416,"[60,196,17,5,4,0,38416]"
39,219,17,2,1,0,47961,"[39,219,17,2,1,0,47961]"
24,130,37,3,4,0,16900,"[24,130,37,3,4,0,16900]"
60,77,75,1,2,0,5929,"[60,77,75,1,2,0,5929]"
42,60,55,7,1,1,3600,"[42,60,55,7,1,1,3600]"
9,366,8,4,4,1,133956,"[9,366,8,4,4,1,133956]"
52,311,12,1,1,1,96721,"[52,311,12,1,1,1,96721]"
59,308,29,2,3,1,94864,"[59,308,29,2,3,1,94864]"
37,493,12,2,1,0,243049,"[37,493,12,2,1,0,243049]"
4,68,64,4,2,1,4624,"[4,68,64,4,2,1,4624]"
12,79,6,5,2,0,6241,"[12,79,6,5,2,0,6241]"
54,71,59,6,4,1,5041,"[54,71,59,6,4,1,5041]"
24,280,8,5,1,1,78400,"[24,280,8,5,1,1,78400]"
39,45,156,5,2,1,2025,"[39,45,156,5,2,1,2025]"
54,213,37,3,1,1,45369,"[54,213,37,3,1,1,45369]"
22,184,26,6,3,1,33856,"[22,184,26,6,3,1,33856]"
61,470,13,5,1,1,220900,"[61,470,13,5,1,1,220900]"
45,39,253,7,4,0,1521,"[45,39,253,7,4,0,1521]"
32,34,75,6,3,0,1156,"[32,34,75,6,3,0,1156]"
17,302,31,6,4,1,91204,"[17,302,31,6,4,1,91204]"
27,332,14,1,2,0,110224,"[27,332,14,1,2,0,110224]"
31,56,169,4,4,1,3136,"[31,56,169,4,4,1,3136]"
62,108,41,4,2,0,11664,"[62,108,41,4,2,0,11664]"
25,18,327,5,4,0,324,"[25,18,327,5,4,0,324]"
24,243,4,1,2,1,59049,"[24,243,4,1,2,1,59049]"
39,496,19,6,1,0,246016,"[39,496,19,6,1,0,246016]"
50,106,65,1,2,1,11236,"[50,106,65,1,2,1,11236]"
11,268,9,2,3,0,71824,"[11,268,9,2,3,0,71824]"
37,112,67,7,2,1,12544,"[37,112,67,7,2,1,12544]"
20,226,16,1,3,0,51076,"[20,226,16,1,3,0,51076]"
40,317,25,7,1,1,100489,"[40,317,25,7,1,1,100489]"
47,84,75,2,3,0,7056,"[47,84,75,2,3,0,7056]"
34,118,52,6,1,0,13924,"[34,118,52,6,1,0,13924]"
56,69,37,2,4,1,4761,"[56,69,37,2,4,1,4761]"
23,247,23,1,1,1,61009,"[23,247,23,1,1,1,61009]"
40,503,8,1,4,1,253009,"[40,503,8,1,4,1,253009]"
6,241,16,7,2,1,58081,"[6,241,16,7,2,1,58081]"
32,219,42,5,1,0,47961,"[32,219,42,5,1,0,47961]"
18,471,15,2,2,1,221841,"[18,471,15,2,2,1,221841]"
32,84,53,2,2,1,7056,"[32,84,53,2,2,1,7056]"
17,216,18,5,2,0,46656,"[17,216,18,5,2,0,46656]"
28,221,30,7,2,1,48841,"[28,221,30,7,2,1,48841]"
60,259,34,1,2,1,67081,"[60,259,34,1,2,1,67081]"
57,332,13,7,3,0,110224,"[57,332,13,7,3,0,110224]"
56,232,8,7,2,0,53824,"[56,232,8,7,2,0,53824]"
38,69,68,6,1,1,4761,"[38,69,68,6,1,1,4761]"
63,195,20,5,2,1,38025,"[63,195,20,5,2,1,38025]"
10,210,3,6,1,0,44100,"[10,210,3,6,1,0,44100]"
1,467,18,7,3,0,218089,"[1,467,18,7,3,0,218089]"
1,377,25,5,1,1,142129,"[1,377,25,5,1,1,142129]"
50,140,59,4,1,0,19600,"[50,140,59,4,1,0,19600]"
26,80,27,5,1,1,6400,"[26,80,27,5,1,1,6400]"
13,334,11,7,2,0,111556,"[13,334,11,7,2,0,111556]"
4,45,1,7,3,0,2025,"[4,45,1,7,3,0,2025]"
23,290,9,4,3,0,84100,"[23,290,9,4,3,0,84100]"
35,470,11,5,2,0,220900,"[35,470,11,5,2,0,220900]"
53,331,2,1,4,1,109561,"[53,331,2,1,4,1,109561]"
15,251,35,2,4,0,63001,"[15,251,35,2,4,0,63001]"
39,278,15,5,4,1,77284,"[39,278,15,5,4,1,77284]"
11,316,6,5,1,1,99856,"[11,316,6,5,1,1,99856]"
41,308,6,6,3,0,94864,"[41,308,6,6,3,0,94864]"
25,290,21,1,4,0,84100,"[25,290,21,1,4,0,84100]"
16,214,17,4,3,0,45796,"[16,214,17,4,3,0,45796]"
30,92,4,1,2,0,8464,"[30,92,4,1,2,0,8464]"
32,268,5,6,2,0,71824,"[32,268,5,6,2,0,71824]"
37,335,8,4,3,1,112225,"[37,335,8,4,3,1,112225]"
36,94,84,6,4,0,8836,"[36,94,84,6,4,0,8836]"
52,441,21,3,3,0,194481,"[52,441,21,3,3,0,194481]"
17,483,6,3,1,0,233289,"[17,483,6,3,1,0,233289]"
24,294,25,1,3,1,86436,"[24,294,25,1,3,1,86436]"
12,115,82,5,1,0,13225,"[12,115,82,5,1,0,13225]"
5,264,18,5,2,0,69696,"[5,264,18,5,2,0,69696]"
4,150,44,6,4,1,22500,"[4,150,44,6,4,1,22500]"
42,407,8,4,4,1,165649,"[42,407,8,4,4,1,165649]"
59,283,5,6,4,0,80089,"[59,283,5,6,4,0,80089]"
46,481,7,4,1,0,231361,"[46,481,7,4,1,0,231361]"
45,112,12,1,4,1,12544,"[45,112,12,1,4,1,12544]"
21,415,9,4,3,1,172225,"[21,415,9,4,3,1,172225]"
16,271,32,5,4,0,73441,"[16,271,32,5,4,0,73441]"
59,55,37,1,4,1,3025,"[59,55,37,1,4,1,3025]"
40,443,15,2,2,1,196249,"[40,443,15,2,2,1,196249]"
64,268,13,7,2,1,71824,"[64,268,13,7,2,1,71824]"
35,5,1783,4,1,1,25,"[35,5,1783,4,1,1,25]"
62,133,15,7,4,0,17689,"[62,133,15,7,4,0,17689]"
53,254,1,5,1,1,64516,"[53,254,1,5,1,1,64516]"
59,488,7,3,4,0,238144,"[59,488,7,3,4,0,238144]"
42,123,51,3,2,0,15129,"[42,123,51,3,2,0,15129]"
15,373,8,6,2,1,139129,"[15,373,8,6,2,1,139129]"
32,474,2,2,2,1,224676,"[32,474,2,2,2,1,224676]"
29,44,102,7,3,0,1936,"[29,44,102,7,3,0,1936]"
62,97,35,3,1,0,9409,"[62,97,35,3,1,0,9409]"
18,271,10,1,2,1,73441,"[18,271,10,1,2,1,73441]"
55,115,23,3,4,0,13225,"[55,115,23,3,4,0,13225]"
51,109,90,2,4,0,11881,"[51,109,90,2,4,0,11881]"
38,210,11,7,4,1,44100,"[38,210,11,7,4,1,44100]"
12,152,19,7,2,0,23104,"[12,152,19,7,2,0,23104]"
29,305,22,7,3,1,93025,"[29,305,22,7,3,1,93025]"
6,421,11,4,2,1,177241,"[6,421,11,4,2,1,177241]"
45,263,20,1,4,1,69169,"[45,263,20,1,4,1,69169]"
53,89,106,1,1,1,7921,"[53,89,106,1,1,1,7921]"
50,126,4,4,1,0,15876,"[50,126,4,4,1,0,15876]"
24,165,25,3,1,0,27225,"[24,165,25,3,1,0,27225]"
24,466,14,2,4,0,217156,"[24,466,14,2,4,0,217156]"
3,487,10,1,1,0,237169,"[3,487,10,1,1,0,237169]"
33,258,15,5,3,1,66564,"[33,258,15,5,3,1,66564]"
42,131,15,6,3,1,17161,"[42,131,15,6,3,1,17161]"
33,149,21,4,4,1,22201,"[33,149,21,4,4,1,22201]"
9,322,28,1,4,0,103684,"[9,322,28,1,4,0,103684]"
31,466,11,1,1,1,217156,"[31,466,11,1,1,1,217156]"
25,429,5,3,4,1,184041,"[25,429,5,3,4,1,184041]"
51,199,38,5,2,1,39601,"[51,199,38,5,2,1,39601]"
29,229,38,5,4,0,52441,"[29,229,38,5,4,0,52441]"
38,114,34,4,3,1,12996,"[38,114,34,4,3,1,12996]"
8,138,44,7,3,1,19044,"[8,138,44,7,3,1,19044]"
38,482,11,5,1,1,232324,"[38,482,11,5,1,1,232324]"
20,354,13,4,1,1,125316,"[20,354,13,4,1,1,125316]"
40,255,31,3,3,0,65025,"[40,255,31,3,3,0,65025]"
64,64,58,3,2,1,4096,"[64,64,58,3,2,1,4096]"
31,301,11,3,1,1,90601,"[31,301,11,3,1,1,90601]"
36,288,3,7,3,0,82944,"[36,288,3,7,3,0,82944]"
30,331,3,6,1,1,109561,"[30,331,3,6,1,1,109561]"
39,107,90,6,4,0,11449,"[39,107,90,6,4,0,11449]"
27,85,77,1,3,0,7225,"[27,85,77,1,3,0,7225]"
63,458,1,1,2,0,209764,"[63,458,1,1,2,0,209764]"
59,436,10,1,3,1,190096,"[59,436,10,1,3,1,190096]"
51,159,11,5,4,1,25281,"[51,159,11,5,4,1,25281]"
25,509,12,4,3,1,259081,"[25,509,12,4,3,1,259081]"
64,182,44,3,4,0,33124,"[64,182,44,3,4,0,33124]"
22,460,8,4,1,0,211600,"[22,460,8,4,1,0,211600]"
40,198,35,5,1,0,39204,"[40,198,35,5,1,0,39204]"
8,486,8,6,4,1,236196,"[8,486,8,6,4,1,236196]"
33,405,22,3,2,1,164025,"[33,405,22,3,2,1,164025]"
5,205,25,1,2,1,42025,"[5,205,25,1,2,1,42025]"
16,262,15,6,4,1,68644,"[16,262,15,6,4,1,68644]"
57,491,11,2,4,1,241081,"[57,491,11,2,4,1,241081]"
26,258,11,5,2,0,66564,"[26,258,11,5,2,0,66564]"
16,192,33,1,4,0,36864,"[16,192,33,1,4,0,36864]"
50,353,5,6,3,0,124609,"[50,353,5,6,3,0,124609]"
41,96,79,2,4,1,9216,"[41,96,79,2,4,1,9216]"
40,112,85,3,3,0,12544,"[40,112,85,3,3,0,12544]"
28,156,21,6,1,1,24336,"[28,156,21,6,1,1,24336]"
12,372,7,4,2,0,138384,"[12,372,7,4,2,0,138384]"
38,194,12,4,4,1,37636,"[38,194,12,4,4,1,37636]"
57,74,49,4,2,1,5476,"[57,74,49,4,2,1,5476]"
24,18,534,7,2,1,324,"[24,18,534,7,2,1,324]"
51,439,21,4,3,0,192721,"[51,439,21,4,3,0,192721]"
47,365,3,4,4,1,133225,"[47,365,3,4,4,1,133225]"
15,391,23,7,4,0,152881,"[15,391,23,7,4,0,152881]"
58,131,24,5,2,0,17161,"[58,131,24,5,2,0,17161]"
56,81,40,1,1,0,6561,"[56,81,40,1,1,0,6561]"
35,329,23,1,1,0,108241,"[35,329,23,1,1,0,108241]"
45,431,13,5,3,1,185761,"[45,431,13,5,3,1,185761]"
50,153,49,3,4,0,23409,"[50,153,49,3,4,0,23409]"
35,264,26,6,1,0,69696,"[35,264,26,6,1,0,69696]"
34,286,19,7,4,1,81796,"[34,286,19,7,4,1,81796]"
17,56,38,2,1,1,3136,"[17,56,38,2,1,1,3136]"
43,420,1,5,1,1,176400,"[43,420,1,5,1,1,176400]"
11,192,36,2,4,0,36864,"[11,192,36,2,4,0,36864]"
51,120,3,6,1,1,14400,"[51,120,3,6,1,1,14400]"
23,427,22,7,3,0,182329,"[23,427,22,7,3,0,182329]"
38,466,10,4,2,1,217156,"[38,466,10,4,2,1,217156]"
60,304,13,7,1,0,92416,"[60,304,13,7,1,0,92416]"
35,348,26,7,3,1,121104,"[35,348,26,7,3,1,121104]"
20,177,13,2,2,0,31329,"[20,177,13,2,2,0,31329]"
32,135,50,1,3,0,18225,"[32,135,50,1,3,0,18225]"
28,117,3,5,1,0,13689,"[28,117,3,5,1,0,13689]"
28,363,3,3,3,0,131769,"[28,363,3,3,3,0,131769]"
7,283,24,3,3,0,80089,"[7,283,24,3,3,0,80089]"
56,426,1,7,2,1,181476,"[56,426,1,7,2,1,181476]"
27,416,12,5,4,1,173056,"[27,416,12,5,4,1,173056]"
35,488,13,7,2,0,238144,"[35,488,13,7,2,0,238144]"
49,275,20,4,2,0,75625,"[49,275,20,4,2,0,75625]"
8,472,8,1,4,0,222784,"[8,472,8,1,4,0,222784]"
50,314,22,2,3,0,98596,"[50,314,22,2,3,0,98596]"
37,124,78,6,4,0,15376,"[37,124,78,6,4,0,15376]"
39,94,62,3,1,1,8836,"[39,94,62,3,1,1,8836]"
36,428,4,5,1,0,183184,"[36,428,4,5,1,0,183184]"
22,221,17,7,4,0,48841,"[22,221,17,7,4,0,48841]"
60,264,4,5,1,1,69696,"[60,264,4,5,1,1,69696]"
47,465,1,3,2,1,216225,"[47,465,1,3,2,1,216225]"
13,36,245,7,4,0,1296,"[13,36,245,7,4,0,1296]"
33,444,16,1,3,1,197136,"[33,444,16,1,3,1,197136]"
38,378,21,1,2,1,142884,"[38,378,21,1,2,1,142884]"
58,347,26,3,3,1,120409,"[58,347,26,3,3,1,120409]"
37,337,7,2,3,1,113569,"[37,337,7,2,3,1,113569]"
4,302,23,4,4,1,91204,"[4,302,23,4,4,1,91204]"
34,96,46,2,2,1,9216,"[34,96,46,2,2,1,9216]"
12,331,25,6,1,1,109561,"[12,331,25,6,1,1,109561]"
48,386,12,6,4,0,148996,"[48,386,12,6,4,0,148996]"
41,417,9,6,4,0,173889,"[41,417,9,6,4,0,173889]"
42,294,9,3,2,1,86436,"[42,294,9,3,2,1,86436]"
50,306,4,1,2,0,93636,"[50,306,4,1,2,0,93636]"
62,191,19,6,3,0,36481,"[62,191,19,6,3,0,36481]"
34,497,6,5,3,1,247009,"[34,497,6,5,3,1,247009]"
63,217,21,4,4,1,47089,"[63,217,21,4,4,1,47089]"
53,247,33,7,1,0,61009,"[53,247,33,7,1,0,61009]"
46,9,433,4,1,1,81,"[46,9,433,4,1,1,81]"
56,239,13,3,3,0,57121,"[56,239,13,3,3,0,57121]"
9,92,56,3,1,1,8464,"[9,92,56,3,1,1,8464]"
8,440,18,5,4,0,193600,"[8,440,18,5,4,0,193600]"
22,150,24,7,2,1,22500,"[22,150,24,7,2,1,22500]"
64,428,9,2,4,1,183184,"[64,428,9,2,4,1,183184]"
35,208,43,2,4,0,43264,"[35,208,43,2,4,0,43264]"
42,487,18,5,3,0,237169,"[42,487,18,5,3,0,237169]"
14,305,31,7,1,0,93025,"[14,305,31,7,1,0,93025]"
34,188,23,6,3,0,35344,"[34,188,23,6,3,0,35344]"
62,487,14,6,4,1,237169,"[62,487,14,6,4,1,237169]"
45,251,11,2,4,0,63001,"[45,251,11,2,4,0,63001]"
43,415,20,7,3,0,172225,"[43,415,20,7,3,0,172225]"
49,447,20,3,1,0,199809,"[49,447,20,3,1,0,199809]"
39,212,23,1,3,0,44944,"[39,212,23,1,3,0,44944]"
45,158,41,2,1,1,24964,"[45,158,41,2,1,1,24964]"
8,397,18,2,1,1,157609,"[8,397,18,2,1,1,157609]"
34,134,19,6,2,1,17956,"[34,134,19,6,2,1,17956]"
54,168,19,7,2,0,28224,"[54,168,19,7,2,0,28224]"
36,512,13,4,2,0,262144,"[36,512,13,4,2,0,262144]"
1,504,5,3,3,0,254016,"[1,504,5,3,3,0,254016]"
48,379,12,6,3,1,143641,"[48,379,12,6,3,1,143641]"
62,453,2,1,2,0,205209,"[62,453,2,1,2,0,205209]"
47,422,13,1,1,1,178084,"[47,422,13,1,1,1,178084]"
33,275,16,3,1,1,75625,"[33,275,16,3,1,1,75625]"
63,248,2,6,3,1,61504,"[63,248,2,6,3,1,61504]"
1,73,36,3,4,0,5329,"[1,73,36,3,4,0,5329]"
25,503,13,7,4,0,253009,"[25,503,13,7,4,0,253009]"
21,279,16,3,4,1,77841,"[21,279,16,3,4,1,77841]"
61,364,14,2,3,1,132496,"[61,364,14,2,3,1,132496]"
