batchsize,dim_input,dim_output,use_bias,activation_fct,hashkey
36,15647,3659,0,0,"[36,15647,3659,0,0]"
9,31754,2480,1,1,"[9,31754,2480,1,1]"
19,25492,2615,1,1,"[19,25492,2615,1,1]"
20,12887,3593,1,0,"[20,12887,3593,1,0]"
42,10765,1744,1,0,"[42,10765,1744,1,0]"
38,200,1903,0,1,"[38,200,1903,0,1]"
57,16673,4027,1,1,"[57,16673,4027,1,1]"
31,21051,1085,0,0,"[31,21051,1085,0,0]"
55,4798,3867,1,1,"[55,4798,3867,1,1]"
8,17175,3105,0,0,"[8,17175,3105,0,0]"
6,7840,3353,1,1,"[6,7840,3353,1,1]"
20,13205,3017,0,1,"[20,13205,3017,0,1]"
24,15235,604,0,1,"[24,15235,604,0,1]"
20,9788,1096,0,1,"[20,9788,1096,0,1]"
2,20121,3312,0,1,"[2,20121,3312,0,1]"
63,17395,470,1,0,"[63,17395,470,1,0]"
28,896,699,1,0,"[28,896,699,1,0]"
44,7309,2284,1,1,"[44,7309,2284,1,1]"
27,9602,911,0,0,"[27,9602,911,0,0]"
7,21160,1115,1,0,"[7,21160,1115,1,0]"
37,24952,1044,1,1,"[37,24952,1044,1,1]"
22,8237,1971,1,1,"[22,8237,1971,1,1]"
49,25367,3100,0,0,"[49,25367,3100,0,0]"
38,24304,3786,1,1,"[38,24304,3786,1,1]"
41,16263,1162,1,1,"[41,16263,1162,1,1]"
38,30636,3927,0,0,"[38,30636,3927,0,0]"
34,957,345,1,0,"[34,957,345,1,0]"
37,26969,1840,1,1,"[37,26969,1840,1,1]"
42,12600,3510,1,1,"[42,12600,3510,1,1]"
52,27339,1123,1,1,"[52,27339,1123,1,1]"
64,10554,1650,0,1,"[64,10554,1650,0,1]"
8,18171,2871,0,1,"[8,18171,2871,0,1]"
60,17447,1419,0,0,"[60,17447,1419,0,0]"
48,3266,2616,1,0,"[48,3266,2616,1,0]"
37,12772,878,0,0,"[37,12772,878,0,0]"
27,8265,3181,1,1,"[27,8265,3181,1,1]"
3,29482,3804,0,1,"[3,29482,3804,0,1]"
51,15567,617,0,1,"[51,15567,617,0,1]"
29,26084,3916,1,0,"[29,26084,3916,1,0]"
21,21338,169,0,1,"[21,21338,169,0,1]"
63,30151,1562,1,0,"[63,30151,1562,1,0]"
19,32172,1604,0,0,"[19,32172,1604,0,0]"
44,7421,897,1,1,"[44,7421,897,1,1]"
25,26198,2904,0,1,"[25,26198,2904,0,1]"
11,17815,37,1,1,"[11,17815,37,1,1]"
21,12816,915,1,0,"[21,12816,915,1,0]"
2,7525,647,1,0,"[2,7525,647,1,0]"
2,1389,3288,0,0,"[2,1389,3288,0,0]"
61,11856,2566,0,0,"[61,11856,2566,0,0]"
8,32273,2824,0,1,"[8,32273,2824,0,1]"
58,8704,382,1,0,"[58,8704,382,1,0]"
39,6585,3536,0,1,"[39,6585,3536,0,1]"
52,7895,2054,1,0,"[52,7895,2054,1,0]"
30,28696,884,0,0,"[30,28696,884,0,0]"
21,23469,197,0,1,"[21,23469,197,0,1]"
27,100,2338,0,1,"[27,100,2338,0,1]"
33,27901,614,1,1,"[33,27901,614,1,1]"
33,14244,1007,0,0,"[33,14244,1007,0,0]"
19,10472,920,0,0,"[19,10472,920,0,0]"
58,7510,3255,0,1,"[58,7510,3255,0,1]"
23,8609,2233,1,1,"[23,8609,2233,1,1]"
11,6394,1896,1,1,"[11,6394,1896,1,1]"
41,32425,1282,1,0,"[41,32425,1282,1,0]"
8,27063,3873,1,0,"[8,27063,3873,1,0]"
18,13505,3069,0,1,"[18,13505,3069,0,1]"
57,20348,3452,0,1,"[57,20348,3452,0,1]"
60,27048,2322,1,1,"[60,27048,2322,1,1]"
24,12595,2173,1,1,"[24,12595,2173,1,1]"
48,18262,2653,1,0,"[48,18262,2653,1,0]"
5,21986,1465,0,0,"[5,21986,1465,0,0]"
63,26871,2723,1,1,"[63,26871,2723,1,1]"
30,20504,1412,0,1,"[30,20504,1412,0,1]"
9,5170,3557,1,0,"[9,5170,3557,1,0]"
44,2027,1675,0,0,"[44,2027,1675,0,0]"
63,22878,1014,0,0,"[63,22878,1014,0,0]"
45,20488,3108,1,0,"[45,20488,3108,1,0]"
34,8347,1941,1,1,"[34,8347,1941,1,1]"
19,9469,2515,1,0,"[19,9469,2515,1,0]"
58,6621,4042,1,0,"[58,6621,4042,1,0]"
18,10104,2290,0,0,"[18,10104,2290,0,0]"
40,3226,3162,1,0,"[40,3226,3162,1,0]"
5,22464,2575,0,0,"[5,22464,2575,0,0]"
23,26281,3999,1,0,"[23,26281,3999,1,0]"
58,11719,1189,0,1,"[58,11719,1189,0,1]"
15,15350,1538,0,1,"[15,15350,1538,0,1]"
33,7332,562,1,0,"[33,7332,562,1,0]"
33,28364,958,0,1,"[33,28364,958,0,1]"
28,21194,889,1,0,"[28,21194,889,1,0]"
64,20015,1638,1,1,"[64,20015,1638,1,1]"
49,12506,3489,0,0,"[49,12506,3489,0,0]"
7,13385,126,1,0,"[7,13385,126,1,0]"
11,7066,1449,0,0,"[11,7066,1449,0,0]"
48,27587,328,0,1,"[48,27587,328,0,1]"
47,11486,3128,0,0,"[47,11486,3128,0,0]"
60,27446,3038,1,0,"[60,27446,3038,1,0]"
62,10061,3295,0,0,"[62,10061,3295,0,0]"
10,12107,3535,0,0,"[10,12107,3535,0,0]"
58,11638,921,1,1,"[58,11638,921,1,1]"
9,19393,3311,1,0,"[9,19393,3311,1,0]"
42,9996,1266,1,0,"[42,9996,1266,1,0]"
26,26687,636,0,1,"[26,26687,636,0,1]"
35,635,18,1,1,"[35,635,18,1,1]"
7,28116,1371,1,1,"[7,28116,1371,1,1]"
46,27792,1139,1,1,"[46,27792,1139,1,1]"
19,7232,4053,1,1,"[19,7232,4053,1,1]"
43,28355,1190,1,1,"[43,28355,1190,1,1]"
58,5618,618,1,1,"[58,5618,618,1,1]"
51,13631,2358,1,1,"[51,13631,2358,1,1]"
12,12150,3297,1,1,"[12,12150,3297,1,1]"
1,5211,807,1,1,"[1,5211,807,1,1]"
33,6412,1296,0,0,"[33,6412,1296,0,0]"
61,933,992,0,1,"[61,933,992,0,1]"
57,30199,3817,1,0,"[57,30199,3817,1,0]"
61,9938,3940,0,1,"[61,9938,3940,0,1]"
20,30943,1919,1,0,"[20,30943,1919,1,0]"
21,30523,2921,0,0,"[21,30523,2921,0,0]"
24,31870,1967,1,0,"[24,31870,1967,1,0]"
23,31729,3434,1,1,"[23,31729,3434,1,1]"
44,30267,3388,0,0,"[44,30267,3388,0,0]"
10,15069,105,0,1,"[10,15069,105,0,1]"
37,5613,3107,0,0,"[37,5613,3107,0,0]"
41,3105,308,1,1,"[41,3105,308,1,1]"
40,31414,615,1,1,"[40,31414,615,1,1]"
29,15313,3153,1,0,"[29,15313,3153,1,0]"
31,14210,1736,1,1,"[31,14210,1736,1,1]"
50,13279,2536,1,0,"[50,13279,2536,1,0]"
51,28761,427,0,1,"[51,28761,427,0,1]"
28,5195,3028,1,1,"[28,5195,3028,1,1]"
3,18449,497,1,1,"[3,18449,497,1,1]"
51,18012,1331,1,1,"[51,18012,1331,1,1]"
35,24119,3201,1,0,"[35,24119,3201,1,0]"
21,13053,3629,0,1,"[21,13053,3629,0,1]"
64,10661,2020,1,0,"[64,10661,2020,1,0]"
35,729,3987,0,0,"[35,729,3987,0,0]"
4,3285,1086,1,1,"[4,3285,1086,1,1]"
38,32083,3609,1,1,"[38,32083,3609,1,1]"
34,3318,1444,1,1,"[34,3318,1444,1,1]"
44,14429,2609,0,0,"[44,14429,2609,0,0]"
52,11185,1921,0,1,"[52,11185,1921,0,1]"
31,12865,2015,0,1,"[31,12865,2015,0,1]"
61,12026,300,1,0,"[61,12026,300,1,0]"
8,31638,279,0,1,"[8,31638,279,0,1]"
59,14738,3539,0,0,"[59,14738,3539,0,0]"
55,14422,308,0,0,"[55,14422,308,0,0]"
36,15024,2251,1,1,"[36,15024,2251,1,1]"
63,9486,382,0,1,"[63,9486,382,0,1]"
17,14247,3133,0,0,"[17,14247,3133,0,0]"
58,17877,489,0,1,"[58,17877,489,0,1]"
37,16628,3716,1,0,"[37,16628,3716,1,0]"
45,8176,1440,0,1,"[45,8176,1440,0,1]"
15,425,2551,0,0,"[15,425,2551,0,0]"
63,31882,2375,0,1,"[63,31882,2375,0,1]"
59,32554,3734,0,0,"[59,32554,3734,0,0]"
44,32332,1464,1,0,"[44,32332,1464,1,0]"
31,12701,3911,1,1,"[31,12701,3911,1,1]"
8,17361,381,0,1,"[8,17361,381,0,1]"
14,11605,2074,1,0,"[14,11605,2074,1,0]"
3,22044,195,0,0,"[3,22044,195,0,0]"
55,7125,2248,0,0,"[55,7125,2248,0,0]"
39,21163,2290,0,1,"[39,21163,2290,0,1]"
50,23413,1873,0,1,"[50,23413,1873,0,1]"
10,23365,1036,0,0,"[10,23365,1036,0,0]"
9,11940,3454,0,0,"[9,11940,3454,0,0]"
63,4514,2022,0,0,"[63,4514,2022,0,0]"
31,15055,1654,1,1,"[31,15055,1654,1,1]"
51,8977,3411,0,1,"[51,8977,3411,0,1]"
61,5354,2099,0,0,"[61,5354,2099,0,0]"
56,2492,1046,0,0,"[56,2492,1046,0,0]"
54,16680,788,1,1,"[54,16680,788,1,1]"
46,32537,2731,0,1,"[46,32537,2731,0,1]"
6,29501,946,0,1,"[6,29501,946,0,1]"
57,22226,3815,1,0,"[57,22226,3815,1,0]"
61,3551,2600,0,0,"[61,3551,2600,0,0]"
24,12272,3533,0,0,"[24,12272,3533,0,0]"
34,5471,2997,1,1,"[34,5471,2997,1,1]"
23,11694,2262,0,1,"[23,11694,2262,0,1]"
36,317,3176,0,0,"[36,317,3176,0,0]"
21,4536,3307,0,1,"[21,4536,3307,0,1]"
23,5040,759,1,1,"[23,5040,759,1,1]"
2,20075,2861,1,1,"[2,20075,2861,1,1]"
30,7798,2667,0,0,"[30,7798,2667,0,0]"
43,3140,3953,1,0,"[43,3140,3953,1,0]"
18,22761,669,0,0,"[18,22761,669,0,0]"
15,3923,3581,1,1,"[15,3923,3581,1,1]"
45,13876,1984,1,0,"[45,13876,1984,1,0]"
2,21965,948,0,0,"[2,21965,948,0,0]"
12,19996,3657,1,0,"[12,19996,3657,1,0]"
35,18333,1646,1,0,"[35,18333,1646,1,0]"
63,29062,2258,0,1,"[63,29062,2258,0,1]"
43,27985,807,0,0,"[43,27985,807,0,0]"
17,9755,607,1,1,"[17,9755,607,1,1]"
62,3675,739,1,1,"[62,3675,739,1,1]"
5,27999,2562,0,1,"[5,27999,2562,0,1]"
15,26027,799,0,0,"[15,26027,799,0,0]"
48,639,1732,0,1,"[48,639,1732,0,1]"
44,16227,3775,1,1,"[44,16227,3775,1,1]"
5,4454,137,0,1,"[5,4454,137,0,1]"
23,20107,1487,1,1,"[23,20107,1487,1,1]"
40,1188,414,0,1,"[40,1188,414,0,1]"
4,13825,2464,0,1,"[4,13825,2464,0,1]"
8,26994,1782,0,0,"[8,26994,1782,0,0]"
23,6716,1256,1,1,"[23,6716,1256,1,1]"
40,24535,1791,0,0,"[40,24535,1791,0,0]"
47,25532,1494,1,0,"[47,25532,1494,1,0]"
63,19619,3865,1,1,"[63,19619,3865,1,1]"
28,29779,2177,0,1,"[28,29779,2177,0,1]"
51,1023,1413,0,0,"[51,1023,1413,0,0]"
58,16876,3155,1,0,"[58,16876,3155,1,0]"
22,5858,2170,0,1,"[22,5858,2170,0,1]"
42,1145,575,1,0,"[42,1145,575,1,0]"
46,11303,3735,0,0,"[46,11303,3735,0,0]"
24,16735,3047,1,0,"[24,16735,3047,1,0]"
31,8778,3406,1,1,"[31,8778,3406,1,1]"
34,5561,1701,0,0,"[34,5561,1701,0,0]"
63,12056,3293,0,1,"[63,12056,3293,0,1]"
11,31128,2184,1,1,"[11,31128,2184,1,1]"
14,13791,2774,0,0,"[14,13791,2774,0,0]"
7,20113,3119,0,1,"[7,20113,3119,0,1]"
12,24903,2628,0,0,"[12,24903,2628,0,0]"
57,25635,3811,1,0,"[57,25635,3811,1,0]"
49,31070,1482,1,0,"[49,31070,1482,1,0]"
4,2342,3614,1,0,"[4,2342,3614,1,0]"
55,2644,3196,0,0,"[55,2644,3196,0,0]"
41,2353,2822,0,1,"[41,2353,2822,0,1]"
8,19144,2147,0,1,"[8,19144,2147,0,1]"
29,27684,3399,1,1,"[29,27684,3399,1,1]"
28,16993,2713,1,1,"[28,16993,2713,1,1]"
2,2707,484,1,0,"[2,2707,484,1,0]"
13,4328,2232,0,0,"[13,4328,2232,0,0]"
7,21384,2129,0,0,"[7,21384,2129,0,0]"
12,2535,3607,1,1,"[12,2535,3607,1,1]"
64,26850,1787,1,1,"[64,26850,1787,1,1]"
52,15221,3860,0,0,"[52,15221,3860,0,0]"
33,11315,1262,1,0,"[33,11315,1262,1,0]"
55,20062,2927,0,1,"[55,20062,2927,0,1]"
24,14382,334,0,1,"[24,14382,334,0,1]"
34,26074,1582,1,0,"[34,26074,1582,1,0]"
9,28660,2393,0,1,"[9,28660,2393,0,1]"
47,1158,471,1,0,"[47,1158,471,1,0]"
60,2171,4059,0,1,"[60,2171,4059,0,1]"
31,24938,1017,1,1,"[31,24938,1017,1,1]"
14,10415,560,1,0,"[14,10415,560,1,0]"
40,11204,3522,0,0,"[40,11204,3522,0,0]"
3,10298,1695,0,1,"[3,10298,1695,0,1]"
14,1522,1663,1,0,"[14,1522,1663,1,0]"
7,3865,914,0,1,"[7,3865,914,0,1]"
29,23182,3374,0,1,"[29,23182,3374,0,1]"
36,15922,699,1,0,"[36,15922,699,1,0]"
34,17230,200,1,1,"[34,17230,200,1,1]"
59,27730,1729,1,1,"[59,27730,1729,1,1]"
39,5417,461,0,1,"[39,5417,461,0,1]"
29,31036,952,1,1,"[29,31036,952,1,1]"
4,30954,839,0,0,"[4,30954,839,0,0]"
64,30106,344,0,1,"[64,30106,344,0,1]"
27,12007,1442,0,0,"[27,12007,1442,0,0]"
50,24949,3802,1,0,"[50,24949,3802,1,0]"
58,10334,183,0,0,"[58,10334,183,0,0]"
34,29782,2253,1,0,"[34,29782,2253,1,0]"
17,3488,1040,1,0,"[17,3488,1040,1,0]"
58,7152,1076,0,1,"[58,7152,1076,0,1]"
6,26266,2684,1,0,"[6,26266,2684,1,0]"
38,16359,2885,0,0,"[38,16359,2885,0,0]"
16,676,3095,1,0,"[16,676,3095,1,0]"
18,29026,35,1,1,"[18,29026,35,1,1]"
18,27682,1649,1,0,"[18,27682,1649,1,0]"
3,18806,2091,0,0,"[3,18806,2091,0,0]"
23,19125,1218,1,0,"[23,19125,1218,1,0]"
60,3346,885,1,0,"[60,3346,885,1,0]"
46,24394,2239,0,0,"[46,24394,2239,0,0]"
2,2949,721,0,1,"[2,2949,721,0,1]"
28,29219,641,0,0,"[28,29219,641,0,0]"
8,29516,447,1,0,"[8,29516,447,1,0]"
17,18796,3154,1,0,"[17,18796,3154,1,0]"
8,7638,2108,0,0,"[8,7638,2108,0,0]"
9,3395,2297,0,1,"[9,3395,2297,0,1]"
2,1051,3,0,0,"[2,1051,3,0,0]"
3,6229,3783,1,1,"[3,6229,3783,1,1]"
23,19883,4091,0,1,"[23,19883,4091,0,1]"
57,21929,1034,1,1,"[57,21929,1034,1,1]"
30,17757,3478,0,0,"[30,17757,3478,0,0]"
38,2583,4026,0,0,"[38,2583,4026,0,0]"
17,18567,3705,0,1,"[17,18567,3705,0,1]"
18,13752,1783,0,0,"[18,13752,1783,0,0]"
16,17370,1278,0,0,"[16,17370,1278,0,0]"
50,12929,1177,0,0,"[50,12929,1177,0,0]"
30,3753,2787,0,0,"[30,3753,2787,0,0]"
21,12032,2162,1,1,"[21,12032,2162,1,1]"
35,8973,3180,0,0,"[35,8973,3180,0,0]"
18,15574,474,0,0,"[18,15574,474,0,0]"
8,10551,2732,1,0,"[8,10551,2732,1,0]"
23,7578,904,0,1,"[23,7578,904,0,1]"
42,16587,2755,0,0,"[42,16587,2755,0,0]"
13,1722,1355,1,0,"[13,1722,1355,1,0]"
42,2669,3909,1,0,"[42,2669,3909,1,0]"
5,20705,120,1,1,"[5,20705,120,1,1]"
32,18302,3125,1,1,"[32,18302,3125,1,1]"
58,28064,246,0,0,"[58,28064,246,0,0]"
43,25560,23,0,1,"[43,25560,23,0,1]"
59,13624,789,0,0,"[59,13624,789,0,0]"
10,9736,1988,0,0,"[10,9736,1988,0,0]"
59,17802,1181,1,0,"[59,17802,1181,1,0]"
15,12352,3578,0,0,"[15,12352,3578,0,0]"
7,28115,625,0,0,"[7,28115,625,0,0]"
46,23070,3097,0,1,"[46,23070,3097,0,1]"
45,7216,2757,0,1,"[45,7216,2757,0,1]"
51,234,2831,1,1,"[51,234,2831,1,1]"
58,26431,1646,1,0,"[58,26431,1646,1,0]"
23,17085,1955,1,0,"[23,17085,1955,1,0]"
43,12062,663,0,0,"[43,12062,663,0,0]"
39,29261,717,0,1,"[39,29261,717,0,1]"
46,28253,2248,0,1,"[46,28253,2248,0,1]"
11,9776,1444,0,1,"[11,9776,1444,0,1]"
27,12688,587,1,1,"[27,12688,587,1,1]"
16,24057,2267,0,1,"[16,24057,2267,0,1]"
37,299,2553,0,0,"[37,299,2553,0,0]"
22,29578,511,0,1,"[22,29578,511,0,1]"
21,21275,1104,1,1,"[21,21275,1104,1,1]"
26,11835,2143,0,1,"[26,11835,2143,0,1]"
22,10130,1330,0,0,"[22,10130,1330,0,0]"
46,30028,3900,1,1,"[46,30028,3900,1,1]"
18,10710,2823,0,1,"[18,10710,2823,0,1]"
52,17941,3520,0,0,"[52,17941,3520,0,0]"
40,4141,1156,1,1,"[40,4141,1156,1,1]"
37,5140,871,1,1,"[37,5140,871,1,1]"
22,21557,3167,0,1,"[22,21557,3167,0,1]"
30,21068,1754,0,0,"[30,21068,1754,0,0]"
20,32082,789,1,1,"[20,32082,789,1,1]"
35,7735,2054,0,1,"[35,7735,2054,0,1]"
63,4961,2195,1,0,"[63,4961,2195,1,0]"
61,27700,2639,0,1,"[61,27700,2639,0,1]"
61,29847,1612,1,1,"[61,29847,1612,1,1]"
57,8348,4050,1,1,"[57,8348,4050,1,1]"
55,24698,331,1,0,"[55,24698,331,1,0]"
9,4843,1883,0,0,"[9,4843,1883,0,0]"
7,26053,1986,0,1,"[7,26053,1986,0,1]"
8,16012,3343,0,0,"[8,16012,3343,0,0]"
12,11292,53,1,0,"[12,11292,53,1,0]"
50,25736,1804,1,0,"[50,25736,1804,1,0]"
51,27699,1005,0,1,"[51,27699,1005,0,1]"
6,14687,3626,1,0,"[6,14687,3626,1,0]"
63,20674,3996,0,1,"[63,20674,3996,0,1]"
56,23670,1032,1,0,"[56,23670,1032,1,0]"
7,23000,3099,0,1,"[7,23000,3099,0,1]"
63,15325,1788,1,1,"[63,15325,1788,1,1]"
26,10370,1249,0,1,"[26,10370,1249,0,1]"
10,22300,954,0,1,"[10,22300,954,0,1]"
40,18006,2648,0,0,"[40,18006,2648,0,0]"
19,3433,1747,1,1,"[19,3433,1747,1,1]"
18,25119,1247,0,0,"[18,25119,1247,0,0]"
39,26589,3401,1,0,"[39,26589,3401,1,0]"
60,7898,1659,0,1,"[60,7898,1659,0,1]"
53,18701,877,1,1,"[53,18701,877,1,1]"
30,13146,4037,0,0,"[30,13146,4037,0,0]"
37,215,2428,1,1,"[37,215,2428,1,1]"
45,26297,585,0,0,"[45,26297,585,0,0]"
20,6548,3019,0,1,"[20,6548,3019,0,1]"
34,24107,641,0,1,"[34,24107,641,0,1]"
36,22968,3835,1,0,"[36,22968,3835,1,0]"
7,19217,2466,0,1,"[7,19217,2466,0,1]"
41,29291,269,0,1,"[41,29291,269,0,1]"
18,8032,873,1,1,"[18,8032,873,1,1]"
13,4685,2902,0,1,"[13,4685,2902,0,1]"
28,13931,287,1,1,"[28,13931,287,1,1]"
6,8628,3428,1,1,"[6,8628,3428,1,1]"
22,14040,1191,1,1,"[22,14040,1191,1,1]"
41,4357,950,1,0,"[41,4357,950,1,0]"
52,20209,3692,1,0,"[52,20209,3692,1,0]"
22,25883,627,0,0,"[22,25883,627,0,0]"
24,23110,3969,0,0,"[24,23110,3969,0,0]"
47,16648,347,1,0,"[47,16648,347,1,0]"
53,29531,2578,1,0,"[53,29531,2578,1,0]"
64,24772,3247,1,0,"[64,24772,3247,1,0]"
59,22806,618,1,1,"[59,22806,618,1,1]"
51,13810,2702,0,0,"[51,13810,2702,0,0]"
55,14514,2056,1,1,"[55,14514,2056,1,1]"
1,23450,234,0,0,"[1,23450,234,0,0]"
23,19098,3640,1,1,"[23,19098,3640,1,1]"
30,21061,361,0,1,"[30,21061,361,0,1]"
58,31035,1962,0,0,"[58,31035,1962,0,0]"
23,25302,3537,1,1,"[23,25302,3537,1,1]"
15,24763,798,0,1,"[15,24763,798,0,1]"
12,31172,2046,1,1,"[12,31172,2046,1,1]"
41,30896,1145,1,0,"[41,30896,1145,1,0]"
61,2466,3757,1,0,"[61,2466,3757,1,0]"
9,23961,2247,1,1,"[9,23961,2247,1,1]"
8,24076,174,0,0,"[8,24076,174,0,0]"
21,25305,3811,0,0,"[21,25305,3811,0,0]"
64,29541,2641,0,1,"[64,29541,2641,0,1]"
22,10333,2445,1,1,"[22,10333,2445,1,1]"
33,2662,960,0,0,"[33,2662,960,0,0]"
34,15080,1794,1,1,"[34,15080,1794,1,1]"
13,13433,2330,0,0,"[13,13433,2330,0,0]"
41,29539,844,0,1,"[41,29539,844,0,1]"
55,28043,4032,1,1,"[55,28043,4032,1,1]"
18,31408,3368,1,1,"[18,31408,3368,1,1]"
60,7340,3197,1,1,"[60,7340,3197,1,1]"
35,24425,2523,1,1,"[35,24425,2523,1,1]"
29,12181,617,1,1,"[29,12181,617,1,1]"
9,2980,1541,0,0,"[9,2980,1541,0,0]"
57,10163,2469,1,0,"[57,10163,2469,1,0]"
2,24938,1664,0,1,"[2,24938,1664,0,1]"
59,4172,553,1,1,"[59,4172,553,1,1]"
10,8433,3178,1,1,"[10,8433,3178,1,1]"
18,690,3839,1,0,"[18,690,3839,1,0]"
30,24971,213,0,0,"[30,24971,213,0,0]"
24,20612,1566,1,1,"[24,20612,1566,1,1]"
15,398,3810,0,0,"[15,398,3810,0,0]"
30,23973,1947,0,0,"[30,23973,1947,0,0]"
51,10756,2115,1,1,"[51,10756,2115,1,1]"
9,6024,124,1,1,"[9,6024,124,1,1]"
55,25615,2818,1,1,"[55,25615,2818,1,1]"
40,8597,2520,0,0,"[40,8597,2520,0,0]"
26,5095,4047,1,0,"[26,5095,4047,1,0]"
25,15282,2868,0,0,"[25,15282,2868,0,0]"
61,27410,1821,1,0,"[61,27410,1821,1,0]"
23,11614,1360,0,1,"[23,11614,1360,0,1]"
31,17701,403,0,1,"[31,17701,403,0,1]"
14,1100,928,1,1,"[14,1100,928,1,1]"
12,25997,3880,0,0,"[12,25997,3880,0,0]"
16,29547,3617,0,0,"[16,29547,3617,0,0]"
48,17010,1037,0,0,"[48,17010,1037,0,0]"
33,13032,256,0,0,"[33,13032,256,0,0]"
11,18332,2203,1,0,"[11,18332,2203,1,0]"
15,16940,3508,0,0,"[15,16940,3508,0,0]"
26,384,490,0,1,"[26,384,490,0,1]"
35,490,1242,0,1,"[35,490,1242,0,1]"
25,24931,728,0,1,"[25,24931,728,0,1]"
60,26636,2294,1,1,"[60,26636,2294,1,1]"
9,21532,1960,1,0,"[9,21532,1960,1,0]"
62,16746,2562,0,1,"[62,16746,2562,0,1]"
15,3659,1134,0,1,"[15,3659,1134,0,1]"
4,791,3453,1,1,"[4,791,3453,1,1]"
37,28365,2394,0,1,"[37,28365,2394,0,1]"
31,19529,94,1,1,"[31,19529,94,1,1]"
19,971,3647,1,1,"[19,971,3647,1,1]"
51,5236,3463,1,1,"[51,5236,3463,1,1]"
61,22388,788,1,0,"[61,22388,788,1,0]"
43,1607,1255,0,0,"[43,1607,1255,0,0]"
42,31170,3259,0,1,"[42,31170,3259,0,1]"
25,25890,2090,1,1,"[25,25890,2090,1,1]"
46,11773,2298,1,0,"[46,11773,2298,1,0]"
1,14002,1640,1,1,"[1,14002,1640,1,1]"
57,7900,747,1,1,"[57,7900,747,1,1]"
7,22646,2547,1,1,"[7,22646,2547,1,1]"
53,26753,1218,0,0,"[53,26753,1218,0,0]"
11,26276,1955,0,0,"[11,26276,1955,0,0]"
62,15830,2908,0,1,"[62,15830,2908,0,1]"
10,22467,2475,0,0,"[10,22467,2475,0,0]"
45,2930,620,0,1,"[45,2930,620,0,1]"
42,9254,2773,0,0,"[42,9254,2773,0,0]"
52,24420,3774,1,1,"[52,24420,3774,1,1]"
7,2082,3441,1,0,"[7,2082,3441,1,0]"
37,13948,2231,1,1,"[37,13948,2231,1,1]"
26,10384,4030,1,1,"[26,10384,4030,1,1]"
45,127,2595,1,0,"[45,127,2595,1,0]"
36,30733,651,1,1,"[36,30733,651,1,1]"
3,16502,3492,0,0,"[3,16502,3492,0,0]"
56,9924,2962,0,0,"[56,9924,2962,0,0]"
4,28610,2785,0,0,"[4,28610,2785,0,0]"
33,21895,2801,1,0,"[33,21895,2801,1,0]"
12,20573,813,1,1,"[12,20573,813,1,1]"
12,12406,3549,0,1,"[12,12406,3549,0,1]"
24,14890,2164,1,1,"[24,14890,2164,1,1]"
12,9199,643,1,1,"[12,9199,643,1,1]"
38,15840,291,0,0,"[38,15840,291,0,0]"
56,29929,263,0,0,"[56,29929,263,0,0]"
27,4561,429,0,1,"[27,4561,429,0,1]"
41,16611,1931,0,1,"[41,16611,1931,0,1]"
55,17894,2320,0,1,"[55,17894,2320,0,1]"
19,12441,2691,0,1,"[19,12441,2691,0,1]"
2,26101,4087,0,1,"[2,26101,4087,0,1]"
46,12414,3813,0,1,"[46,12414,3813,0,1]"
43,11892,2355,0,1,"[43,11892,2355,0,1]"
27,13200,502,0,0,"[27,13200,502,0,0]"
2,8705,1054,1,0,"[2,8705,1054,1,0]"
60,29271,1517,0,1,"[60,29271,1517,0,1]"
57,24113,1947,1,0,"[57,24113,1947,1,0]"
63,9646,1786,0,1,"[63,9646,1786,0,1]"
63,29179,4038,1,0,"[63,29179,4038,1,0]"
27,18246,2035,0,0,"[27,18246,2035,0,0]"
32,10194,1738,0,0,"[32,10194,1738,0,0]"
23,4997,2786,1,0,"[23,4997,2786,1,0]"
45,7457,1250,1,1,"[45,7457,1250,1,1]"
14,21295,152,1,0,"[14,21295,152,1,0]"
60,27633,3322,1,0,"[60,27633,3322,1,0]"
19,30445,2966,0,0,"[19,30445,2966,0,0]"
38,9489,1647,1,1,"[38,9489,1647,1,1]"
33,10875,3740,1,0,"[33,10875,3740,1,0]"
13,11242,487,1,0,"[13,11242,487,1,0]"
17,19833,2146,1,0,"[17,19833,2146,1,0]"
27,7650,3345,0,1,"[27,7650,3345,0,1]"
12,29339,803,1,1,"[12,29339,803,1,1]"
42,5505,2185,0,0,"[42,5505,2185,0,0]"
20,20550,4063,1,0,"[20,20550,4063,1,0]"
44,9469,1056,0,0,"[44,9469,1056,0,0]"
53,23642,2079,0,1,"[53,23642,2079,0,1]"
18,12437,4040,0,0,"[18,12437,4040,0,0]"
32,7444,2295,0,0,"[32,7444,2295,0,0]"
38,31739,2090,1,1,"[38,31739,2090,1,1]"
49,10103,363,0,1,"[49,10103,363,0,1]"
30,8405,3460,0,1,"[30,8405,3460,0,1]"
38,29543,3900,1,1,"[38,29543,3900,1,1]"
51,583,2751,1,0,"[51,583,2751,1,0]"
57,31274,2761,0,1,"[57,31274,2761,0,1]"
39,30146,2572,1,1,"[39,30146,2572,1,1]"
39,11441,2142,0,1,"[39,11441,2142,0,1]"
11,20361,1157,0,0,"[11,20361,1157,0,0]"
49,31054,571,1,0,"[49,31054,571,1,0]"
47,12795,338,0,1,"[47,12795,338,0,1]"
